nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity
       268, 7.499999865E-01,-2.346500000E-08, 1.474999979E-01, 1.290187023E+00
       269, 1.049999957E+00,-2.346499914E-08, 1.474999979E-01, 1.614462071E+00
       270, 1.499999992E+00,-2.346499986E-08, 1.474999979E-01, 1.886346883E+00
       271, 2.099999885E+00,-2.346499984E-08, 1.474999979E-01, 2.052969024E+00
       272, 3.000000046E+00,-2.346500019E-08, 1.474999990E-01, 2.157198935E+00
       273,-1.500000037E-01,-2.346499991E-08, 1.549999979E-01, 2.286352723E+00
       274, 3.000000109E-01,-2.346500034E-08, 1.550000001E-01, 7.688195305E-01
       275, 4.499999767E-01,-2.346500000E-08, 1.549999978E-01, 9.148605367E-01
       276, 7.499999865E-01,-2.346500000E-08, 1.549999978E-01, 1.333366942E+00
       277, 1.049999957E+00,-2.346499928E-08, 1.549999978E-01, 1.649436616E+00
       278, 1.499999992E+00,-2.346499989E-08, 1.549999978E-01, 1.914086817E+00
       279, 2.099999885E+00,-2.346499986E-08, 1.549999978E-01, 2.077197150E+00
       280, 3.000000024E+00,-2.346500002E-08, 1.549999978E-01, 2.179431367E+00
       281,-1.500000037E-01,-2.346499991E-08, 1.624999978E-01, 2.301879326E+00
       282, 3.000000109E-01,-2.346500034E-08, 1.625000001E-01, 8.346175626E-01
       283, 4.499999767E-01,-2.346500000E-08, 1.624999976E-01, 9.768584166E-01
       284, 7.499999865E-01,-2.346500000E-08, 1.624999976E-01, 1.388815508E+00
       285, 1.049999957E+00,-2.346499940E-08, 1.624999976E-01, 1.693433592E+00
       286, 1.499999992E+00,-2.346499990E-08, 1.624999976E-01, 1.947001512E+00
       287, 2.099999885E+00,-2.346499989E-08, 1.624999976E-01, 2.103631278E+00
       288, 3.000000046E+00,-2.346500019E-08, 1.624999989E-01, 2.202106425E+00
       289,-1.500000037E-01,-2.346499990E-08, 1.699999977E-01, 2.317022379E+00
       290, 3.000000109E-01,-2.346500034E-08, 1.700000001E-01, 9.050111915E-01
       291, 4.499999767E-01,-2.346500000E-08, 1.699999975E-01, 1.052474990E+00
       292, 7.499999865E-01,-2.346500000E-08, 1.699999975E-01, 1.456997034E+00
       293, 1.049999957E+00,-2.346499952E-08, 1.699999975E-01, 1.746288676E+00
       294, 1.499999992E+00,-2.346499993E-08, 1.699999975E-01, 1.984699256E+00
       295, 2.099999885E+00,-2.346499992E-08, 1.699999975E-01, 2.131997687E+00
       296, 3.000000046E+00,-2.346500019E-08, 1.699999988E-01, 2.225091226E+00
       297,-1.500000037E-01,-2.346499989E-08, 1.774999976E-01, 2.331821880E+00
       298, 3.000000109E-01,-2.346500034E-08, 1.775000001E-01, 9.842331963E-01
       299, 4.499999767E-01,-2.346500000E-08, 1.774999974E-01, 1.144904731E+00
       300, 7.499999865E-01,-2.346500000E-08, 1.774999974E-01, 1.538332511E+00
       301, 1.049999957E+00,-2.346499961E-08, 1.774999974E-01, 1.807410281E+00
       302, 1.499999992E+00,-2.346499994E-08, 1.774999974E-01, 2.026460774E+00
       303, 2.099999885E+00,-2.346499993E-08, 1.774999974E-01, 2.161832939E+00
       304, 3.000000046E+00,-2.346500018E-08, 1.774999987E-01, 2.248183104E+00
       305,-1.500000037E-01,-2.346499988E-08, 1.849999975E-01, 2.346303282E+00
       306, 3.000000109E-01,-2.346500034E-08, 1.850000001E-01, 1.083498136E+00
       307, 4.499999767E-01,-2.346500000E-08, 1.849999973E-01, 1.258942877E+00
       308, 7.499999865E-01,-2.346500000E-08, 1.849999973E-01, 1.632625208E+00
       309, 1.049999957E+00,-2.346499975E-08, 1.849999973E-01, 1.875664190E+00
       310, 1.499999992E+00,-2.346499995E-08, 1.849999973E-01, 2.071257578E+00
       311, 2.099999885E+00,-2.346499994E-08, 1.849999973E-01, 2.192536691E+00
       312, 3.000000046E+00,-2.346500018E-08, 1.849999987E-01, 2.271145015E+00
       313,-1.500000037E-01,-2.346499989E-08, 1.924999974E-01, 2.360480390E+00
       314, 3.000000109E-01,-2.346500034E-08, 1.925000001E-01, 1.218083914E+00
       315, 4.499999767E-01,-2.346500000E-08, 1.924999972E-01, 1.398998845E+00
       316, 7.499999865E-01,-2.346500000E-08, 1.924999972E-01, 1.738497417E+00
       317, 1.049999957E+00,-2.346499987E-08, 1.924999972E-01, 1.949254856E+00
       318, 1.499999992E+00,-2.346499998E-08, 1.924999972E-01, 2.117806387E+00
       319, 2.099999885E+00,-2.346499997E-08, 1.924999972E-01, 2.223445319E+00
       320, 3.000000046E+00,-2.346500017E-08, 1.924999986E-01, 2.293744181E+00
       321,-1.500000037E-01,-2.346499988E-08, 1.999999973E-01, 2.374356144E+00
