nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity
        48, 3.000000046E+00,-2.346500026E-08, 3.357614996E-03, 1.237102827E+00
        49,-1.500000023E-01,-2.346499996E-08, 4.354416060E-03, 1.199882875E+00
        50, 3.000000109E-01,-2.346500038E-08, 4.354416120E-03, 1.805452887E+00
        51, 4.499999767E-01,-2.346500000E-08, 4.354416055E-03, 1.530248984E+00
        52, 7.499999865E-01,-2.346500000E-08, 4.354416055E-03, 1.240295386E+00
        53, 1.049999957E+00,-2.346499756E-08, 4.354416055E-03, 1.232687553E+00
        54, 1.499999992E+00,-2.346499963E-08, 4.354416055E-03, 1.262775473E+00
        55, 2.099999885E+00,-2.346499958E-08, 4.354416055E-03, 1.287627901E+00
        56, 3.000000046E+00,-2.346500026E-08, 4.354416087E-03, 1.295911283E+00
        57,-1.500000023E-01,-2.346499995E-08, 5.498706317E-03, 1.262733896E+00
        58, 3.000000109E-01,-2.346500038E-08, 5.498706393E-03, 1.838588879E+00
        59, 4.499999767E-01,-2.346500000E-08, 5.498706311E-03, 1.582133339E+00
        60, 7.499999865E-01,-2.346500000E-08, 5.498706311E-03, 1.283571397E+00
        61, 1.049999957E+00,-2.346499757E-08, 5.498706311E-03, 1.271442858E+00
        62, 1.499999992E+00,-2.346499963E-08, 5.498706311E-03, 1.305557608E+00
        63, 2.099999885E+00,-2.346499958E-08, 5.498706311E-03, 1.336061320E+00
        64, 3.000000046E+00,-2.346500026E-08, 5.498706352E-03, 1.348566130E+00
        65,-1.500000024E-01,-2.346499995E-08, 6.812308611E-03, 1.322199623E+00
        66, 3.000000109E-01,-2.346500038E-08, 6.812308705E-03, 1.867392086E+00
        67, 4.499999767E-01,-2.346500000E-08, 6.812308604E-03, 1.628960335E+00
        68, 7.499999865E-01,-2.346500000E-08, 6.812308604E-03, 1.324891447E+00
        69, 1.049999957E+00,-2.346499757E-08, 6.812308604E-03, 1.306536483E+00
        70, 1.499999992E+00,-2.346499963E-08, 6.812308604E-03, 1.343548365E+00
        71, 2.099999885E+00,-2.346499958E-08, 6.812308604E-03, 1.379572627E+00
        72, 3.000000046E+00,-2.346500026E-08, 6.812308654E-03, 1.396910387E+00
        73,-1.500000024E-01,-2.346499995E-08, 8.320274774E-03, 1.379341867E+00
        74, 3.000000109E-01,-2.346500038E-08, 8.320274889E-03, 1.893507283E+00
        75, 4.499999767E-01,-2.346500000E-08, 8.320274765E-03, 1.670739830E+00
        76, 7.499999865E-01,-2.346500000E-08, 8.320274765E-03, 1.365375198E+00
        77, 1.049999957E+00,-2.346499756E-08, 8.320274765E-03, 1.339364317E+00
        78, 1.499999992E+00,-2.346499963E-08, 8.320274765E-03, 1.378059535E+00
        79, 2.099999885E+00,-2.346499957E-08, 8.320274765E-03, 1.419368966E+00
        80, 3.000000046E+00,-2.346500026E-08, 8.320274827E-03, 1.442113370E+00
        81,-1.500000025E-01,-2.346499996E-08, 1.005136337E-02, 1.434761653E+00
        82, 3.000000109E-01,-2.346500038E-08, 1.005136351E-02, 1.916815702E+00
        83, 4.499999767E-01,-2.346500000E-08, 1.005136336E-02, 1.706813930E+00
        84, 7.499999865E-01,-2.346500000E-08, 1.005136336E-02, 1.405542277E+00
        85, 1.049999957E+00,-2.346499757E-08, 1.005136336E-02, 1.370936305E+00
        86, 1.499999992E+00,-2.346499963E-08, 1.005136336E-02, 1.410053692E+00
        87, 2.099999885E+00,-2.346499958E-08, 1.005136336E-02, 1.456263247E+00
        88, 3.000000046E+00,-2.346500026E-08, 1.005136343E-02, 1.484905308E+00
        89,-1.500000025E-01,-2.346499996E-08, 1.203858814E-02, 1.488758353E+00
        90, 3.000000109E-01,-2.346500038E-08, 1.203858831E-02, 1.935004483E+00
        91, 4.499999767E-01,-2.346500000E-08, 1.203858813E-02, 1.735831666E+00
        92, 7.499999865E-01,-2.346500000E-08, 1.203858813E-02, 1.445317120E+00
        93, 1.049999957E+00,-2.346499757E-08, 1.203858813E-02, 1.401963878E+00
        94, 1.499999992E+00,-2.346499963E-08, 1.203858813E-02, 1.440271717E+00
        95, 2.099999885E+00,-2.346499958E-08, 1.203858813E-02, 1.490836033E+00
        96, 3.000000046E+00,-2.346500026E-08, 1.203858822E-02, 1.525734774E+00
        97,-1.500000026E-01,-2.346499996E-08, 1.431984764E-02, 1.541444455E+00
        98, 3.000000109E-01,-2.346500038E-08, 1.431984784E-02, 1.943438019E+00
        99, 4.499999767E-01,-2.346500000E-08, 1.431984763E-02, 1.755740898E+00
       100, 7.499999865E-01,-2.346500000E-08, 1.431984763E-02, 1.484011367E+00
       101, 1.049999957E+00,-2.346499757E-08, 1.431984763E-02, 1.432897155E+00
       102, 1.499999992E+00,-2.346499963E-08, 1.431984763E-02, 1.469308346E+00
       103, 2.099999885E+00,-2.346499957E-08, 1.431984763E-02, 1.523545645E+00
       104, 3.000000046E+00,-2.346500026E-08, 1.431984774E-02, 1.564879641E+00
       105,-1.500000027E-01,-2.346499996E-08, 1.693864799E-02, 1.592832292E+00
       106, 3.000000109E-01,-2.346500038E-08, 1.693864822E-02, 1.935697720E+00
       107, 4.499999767E-01,-2.346500000E-08, 1.693864797E-02, 1.763908803E+00
       108, 7.499999865E-01,-2.346500000E-08, 1.693864797E-02, 1.520328935E+00
       109, 1.049999957E+00,-2.346499757E-08, 1.693864797E-02, 1.463922030E+00
       110, 1.499999992E+00,-2.346499964E-08, 1.693864797E-02, 1.497668288E+00
       111, 2.099999885E+00,-2.346499958E-08, 1.693864797E-02, 1.554800845E+00
       112, 3.000000046E+00,-2.346500026E-08, 1.693864809E-02, 1.602528685E+00
       113,-1.500000028E-01,-2.346499997E-08, 1.994493255E-02, 1.642901563E+00
       114, 3.000000109E-01,-2.346500038E-08, 1.994493283E-02, 1.904704670E+00
       115, 4.499999767E-01,-2.346500000E-08, 1.994493253E-02, 1.757463639E+00
       116, 7.499999865E-01,-2.346500000E-08, 1.994493253E-02, 1.552438679E+00
       117, 1.049999957E+00,-2.346499756E-08, 1.994493253E-02, 1.494930123E+00
       118, 1.499999992E+00,-2.346499964E-08, 1.994493253E-02, 1.525782961E+00
       119, 2.099999885E+00,-2.346499959E-08, 1.994493253E-02, 1.585008305E+00
       120, 3.000000046E+00,-2.346500026E-08, 1.994493268E-02, 1.638843221E+00
       121,-1.500000029E-01,-2.346499996E-08, 2.339603447E-02, 1.691651352E+00
       122, 3.000000109E-01,-2.346500038E-08, 2.339603480E-02, 1.843402363E+00
       123, 4.499999767E-01,-2.346500001E-08, 2.339603445E-02, 1.733620331E+00
       124, 7.499999865E-01,-2.346500000E-08, 2.339603445E-02, 1.578191092E+00
       125, 1.049999957E+00,-2.346499757E-08, 2.339603445E-02, 1.525478637E+00
       126, 1.499999992E+00,-2.346499962E-08, 2.339603445E-02, 1.554002469E+00
       127, 2.099999885E+00,-2.346499957E-08, 2.339603445E-02, 1.614590167E+00
       128, 3.000000046E+00,-2.346500025E-08, 2.339603462E-02, 1.674003506E+00
       129,-1.500000030E-01,-2.346499996E-08, 2.735777003E-02, 1.739136922E+00
       130, 3.000000109E-01,-2.346500038E-08, 2.735777041E-02, 1.746731586E+00
       131, 4.499999767E-01,-2.346500001E-08, 2.735777000E-02, 1.689836806E+00
       132, 7.499999865E-01,-2.346500000E-08, 2.735777000E-02, 1.595418934E+00
       133, 1.049999957E+00,-2.346499757E-08, 2.735777000E-02, 1.554763515E+00
       134, 1.499999992E+00,-2.346499962E-08, 2.735777000E-02, 1.582580374E+00
       135, 2.099999885E+00,-2.346499957E-08, 2.735777000E-02, 1.643988097E+00
       136, 3.000000046E+00,-2.346500025E-08, 2.735777021E-02, 1.708242341E+00
       137,-1.500000031E-01,-2.346499995E-08, 3.190569386E-02, 1.785487811E+00
       138, 3.000000109E-01,-2.346500037E-08, 3.190569430E-02, 1.616165367E+00
       139, 4.499999767E-01,-2.346500001E-08, 3.190569382E-02, 1.624477191E+00
       140, 7.499999865E-01,-2.346500001E-08, 3.190569382E-02, 1.602204028E+00
       141, 1.049999957E+00,-2.346499757E-08, 3.190569382E-02, 1.581644580E+00
       142, 1.499999992E+00,-2.346499962E-08, 3.190569382E-02, 1.611646943E+00
       143, 2.099999885E+00,-2.346499955E-08, 3.190569382E-02, 1.673657192E+00
       144, 3.000000046E+00,-2.346500024E-08, 3.190569406E-02, 1.741867155E+00
       145,-1.500000033E-01,-2.346499996E-08, 3.712653982E-02, 1.830905005E+00
       146, 3.000000109E-01,-2.346500039E-08, 3.712654033E-02, 1.461099654E+00
       147, 4.499999767E-01,-2.346500001E-08, 3.712653978E-02, 1.537997008E+00
       148, 7.499999865E-01,-2.346500001E-08, 3.712653978E-02, 1.597140622E+00
       149, 1.049999957E+00,-2.346499758E-08, 3.712653978E-02, 1.604768798E+00
       150, 1.499999992E+00,-2.346499962E-08, 3.712653978E-02, 1.641165583E+00
       151, 2.099999885E+00,-2.346499956E-08, 3.712653978E-02, 1.704032425E+00
       152, 3.000000046E+00,-2.346500025E-08, 3.712654005E-02, 1.775271482E+00
       153,-1.500000034E-01,-2.346499996E-08, 4.311987516E-02, 1.875640512E+00
       154, 3.000000109E-01,-2.346500038E-08, 4.311987575E-02, 1.294599450E+00
       155, 4.499999767E-01,-2.346500001E-08, 4.311987511E-02, 1.433196182E+00
       156, 7.499999865E-01,-2.346500001E-08, 4.311987511E-02, 1.579465692E+00
       157, 1.049999957E+00,-2.346499758E-08, 4.311987511E-02, 1.622831508E+00
       158, 1.499999992E+00,-2.346499963E-08, 4.311987511E-02, 1.670901284E+00
       159, 2.099999885E+00,-2.346499956E-08, 4.311987511E-02, 1.735501448E+00
       160, 3.000000046E+00,-2.346500025E-08, 4.311987543E-02, 1.808937665E+00
       161,-1.500000037E-01,-2.346499997E-08, 4.999999933E-02, 1.919974124E+00
       162, 3.000000109E-01,-2.346500038E-08, 5.000000002E-02, 1.127344055E+00
       163, 4.499999767E-01,-2.346500001E-08, 4.999999927E-02, 1.313990792E+00
       164, 7.499999865E-01,-2.346500001E-08, 4.999999927E-02, 1.549122282E+00
       165, 1.049999957E+00,-2.346499757E-08, 4.999999927E-02, 1.634848435E+00
       166, 1.499999992E+00,-2.346499963E-08, 4.999999927E-02, 1.700451579E+00
       167, 2.099999885E+00,-2.346499957E-08, 4.999999927E-02, 1.768398872E+00
       168, 3.000000046E+00,-2.346500025E-08, 4.999999964E-02, 1.843434384E+00
       169,-1.500000037E-01,-2.346499995E-08, 5.749999923E-02, 1.962034298E+00
       170, 3.000000109E-01,-2.346500035E-08, 5.750000002E-02, 9.716969218E-01
       171, 4.499999767E-01,-2.346499998E-08, 5.749999916E-02, 1.190460923E+00
       172, 7.499999865E-01,-2.346500000E-08, 5.749999916E-02, 1.509097089E+00
       173, 1.049999957E+00,-2.346499769E-08, 5.749999916E-02, 1.640079009E+00
       174, 1.499999992E+00,-2.346499965E-08, 5.749999916E-02, 1.727951619E+00
       175, 2.099999885E+00,-2.346499962E-08, 5.749999916E-02, 1.801268885E+00
       176, 3.000000046E+00,-2.346500029E-08, 5.749999959E-02, 1.877583643E+00
       177,-1.500000037E-01,-2.346499992E-08, 6.499999913E-02, 1.999069777E+00
       178, 3.000000109E-01,-2.346500037E-08, 6.500000002E-02, 8.371114489E-01
       179, 4.499999767E-01,-2.346500000E-08, 6.499999905E-02, 1.075893603E+00
       180, 7.499999865E-01,-2.346500001E-08, 6.499999905E-02, 1.465886387E+00
       181, 1.049999957E+00,-2.346499781E-08, 6.499999905E-02, 1.639394592E+00
       182, 1.499999992E+00,-2.346499966E-08, 6.499999905E-02, 1.751262687E+00
       183, 2.099999885E+00,-2.346499961E-08, 6.499999905E-02, 1.831530635E+00
       184, 3.000000046E+00,-2.346500026E-08, 6.499999954E-02, 1.909075115E+00
       185,-1.500000037E-01,-2.346499994E-08, 7.249999903E-02, 2.032092809E+00
       186, 3.000000109E-01,-2.346500038E-08, 7.250000002E-02, 7.178069362E-01
       187, 4.499999767E-01,-2.346500001E-08, 7.249999894E-02, 9.714687427E-01
       188, 7.499999865E-01,-2.346500001E-08, 7.249999894E-02, 1.422465773E+00
       189, 1.049999957E+00,-2.346499793E-08, 7.249999894E-02, 1.634733801E+00
       190, 1.499999992E+00,-2.346499968E-08, 7.249999894E-02, 1.771100960E+00
       191, 2.099999885E+00,-2.346499964E-08, 7.249999894E-02, 1.859508200E+00
       192, 3.000000046E+00,-2.346500025E-08, 7.249999948E-02, 1.938481162E+00
       193,-1.500000037E-01,-2.346499994E-08, 7.999999893E-02, 2.061860972E+00
       194, 3.000000067E-01,-2.346500003E-08, 7.999999884E-02, 6.112541780E-01
       195, 4.499999892E-01,-2.346500071E-08, 8.000000122E-02, 8.782844836E-01
       196, 7.499999865E-01,-2.346500001E-08, 7.999999884E-02, 1.380978748E+00
       197, 1.049999957E+00,-2.346499805E-08, 7.999999884E-02, 1.627902844E+00
       198, 1.499999992E+00,-2.346499971E-08, 7.999999884E-02, 1.788294117E+00
       199, 2.099999885E+00,-2.346499965E-08, 7.999999884E-02, 1.885543310E+00
       200, 3.000000046E+00,-2.346500024E-08, 7.999999943E-02, 1.966232888E+00
       201,-1.500000037E-01,-2.346499994E-08, 8.749999883E-02, 2.088961856E+00
       202, 3.000000109E-01,-2.346500038E-08, 8.750000003E-02, 5.184467890E-01
       203, 4.499999892E-01,-2.346500071E-08, 8.750000134E-02, 7.977915152E-01
       204, 7.499999865E-01,-2.346500001E-08, 8.749999873E-02, 1.343150635E+00
       205, 1.049999957E+00,-2.346499818E-08, 8.749999873E-02, 1.620658049E+00
       206, 1.499999992E+00,-2.346499971E-08, 8.749999873E-02, 1.803737656E+00
       207, 2.099999885E+00,-2.346499967E-08, 8.749999873E-02, 1.910019516E+00
       208, 3.000000046E+00,-2.346500024E-08, 8.749999938E-02, 1.992674803E+00
       209,-1.500000037E-01,-2.346499994E-08, 9.499999873E-02, 2.113859874E+00
       210, 3.000000109E-01,-2.346500037E-08, 9.500000003E-02, 4.422780210E-01
       211, 4.499999767E-01,-2.346500001E-08, 9.499999862E-02, 7.315206552E-01
       212, 7.499999865E-01,-2.346500001E-08, 9.499999862E-02, 1.310688091E+00
       213, 1.049999957E+00,-2.346499830E-08, 9.499999862E-02, 1.614682307E+00
       214, 1.499999992E+00,-2.346499975E-08, 9.499999862E-02, 1.818350075E+00
       215, 2.099999885E+00,-2.346499969E-08, 9.499999862E-02, 1.933362036E+00
       216, 3.000000046E+00,-2.346500024E-08, 9.499999933E-02, 2.018101969E+00
       217,-1.500000037E-01,-2.346499994E-08, 1.024999986E-01, 2.136936115E+00
       218, 3.000000109E-01,-2.346500037E-08, 1.025000000E-01, 3.848554077E-01
       219, 4.499999767E-01,-2.346500001E-08, 1.024999985E-01, 6.808024996E-01
       220, 7.499999865E-01,-2.346500001E-08, 1.024999985E-01, 1.285417592E+00
       221, 1.049999957E+00,-2.346499841E-08, 1.024999985E-01, 1.611525996E+00
       222, 1.499999992E+00,-2.346499976E-08, 1.024999985E-01, 1.833031416E+00
       223, 2.099999885E+00,-2.346499971E-08, 1.024999985E-01, 1.956018786E+00
       224, 3.000000046E+00,-2.346500021E-08, 1.024999993E-01, 2.042777643E+00
       225,-1.500000037E-01,-2.346499994E-08, 1.099999985E-01, 2.158512257E+00
       226, 3.000000109E-01,-2.346500037E-08, 1.100000000E-01, 3.463198955E-01
       227, 4.499999767E-01,-2.346500001E-08, 1.099999984E-01, 6.465763993E-01
       228, 7.499999652E-01,-2.346499931E-08, 1.099999951E-01, 1.269088470E+00
       229, 1.049999957E+00,-2.346499856E-08, 1.099999984E-01, 1.612566740E+00
       230, 1.499999992E+00,-2.346499978E-08, 1.099999984E-01, 1.848619704E+00
       231, 2.099999885E+00,-2.346499974E-08, 1.099999984E-01, 1.978431648E+00
       232, 3.000000046E+00,-2.346500023E-08, 1.099999992E-01, 2.066935043E+00
       233,-1.500000037E-01,-2.346499993E-08, 1.174999984E-01, 2.178857033E+00
       234, 3.000000109E-01,-2.346500037E-08, 1.175000000E-01, 3.259378379E-01
       235, 4.499999767E-01,-2.346500001E-08, 1.174999983E-01, 6.289918078E-01
       236, 7.499999652E-01,-2.346499931E-08, 1.174999948E-01, 1.263001541E+00
       237, 1.049999957E+00,-2.346499866E-08, 1.174999983E-01, 1.618918017E+00
       238, 1.499999992E+00,-2.346499979E-08, 1.174999983E-01, 1.865846739E+00
       239, 2.099999885E+00,-2.346499977E-08, 1.174999983E-01, 2.001005928E+00
       240, 3.000000046E+00,-2.346500021E-08, 1.174999992E-01, 2.090770656E+00
       241,-1.500000037E-01,-2.346499994E-08, 1.249999983E-01, 2.198191864E+00
       242, 3.000000109E-01,-2.346500036E-08, 1.250000000E-01, 3.227737305E-01
       243, 4.499999767E-01,-2.346500000E-08, 1.249999982E-01, 6.272019745E-01
       244, 7.499999865E-01,-2.346500000E-08, 1.249999982E-01, 1.267758827E+00
       245, 1.049999957E+00,-2.346499879E-08, 1.249999982E-01, 1.631317461E+00
       246, 1.499999992E+00,-2.346499981E-08, 1.249999982E-01, 1.885300695E+00
       247, 2.099999885E+00,-2.346499978E-08, 1.249999982E-01, 2.024081301E+00
       248, 3.000000046E+00,-2.346500021E-08, 1.249999991E-01, 2.114434226E+00
       249,-1.500000037E-01,-2.346499992E-08, 1.324999982E-01, 2.216699323E+00
       250, 3.000000109E-01,-2.346500036E-08, 1.325000001E-01, 3.351200993E-01
       251, 4.499999767E-01,-2.346500000E-08, 1.324999981E-01, 6.396284555E-01
       252, 7.499999865E-01,-2.346500000E-08, 1.324999981E-01, 1.283267686E+00
       253, 1.049999957E+00,-2.346499891E-08, 1.324999981E-01, 1.650095823E+00
       254, 1.499999992E+00,-2.346499982E-08, 1.324999981E-01, 1.907399759E+00
       255, 2.099999885E+00,-2.346499981E-08, 1.324999981E-01, 2.047906373E+00
       256, 3.000000046E+00,-2.346500021E-08, 1.324999991E-01, 2.138018957E+00
       257,-1.500000037E-01,-2.346499992E-08, 1.399999981E-01, 2.234528361E+00
       258, 3.000000109E-01,-2.346500036E-08, 1.400000001E-01, 3.604055526E-01
       259, 4.499999767E-01,-2.346500000E-08, 1.399999980E-01, 6.644552399E-01
       260, 7.499999865E-01,-2.346500000E-08, 1.399999980E-01, 1.308983623E+00
       261, 1.049999957E+00,-2.346499903E-08, 1.399999980E-01, 1.675235765E+00
       262, 1.499999992E+00,-2.346499985E-08, 1.399999980E-01, 1.932381471E+00
       263, 2.099999885E+00,-2.346499982E-08, 1.399999980E-01, 2.072620387E+00
       264, 3.000000046E+00,-2.346500020E-08, 1.399999990E-01, 2.161556345E+00
       265,-1.500000037E-01,-2.346499991E-08, 1.474999980E-01, 2.251798047E+00
       266, 3.000000109E-01,-2.346500036E-08, 1.475000001E-01, 3.962419170E-01
       267, 4.499999767E-01,-2.346500000E-08, 1.474999979E-01, 7.002712069E-01
       268, 7.499999865E-01,-2.346500000E-08, 1.474999979E-01, 1.344300575E+00
       269, 1.049999957E+00,-2.346499914E-08, 1.474999979E-01, 1.706569549E+00
       270, 1.499999992E+00,-2.346499986E-08, 1.474999979E-01, 1.960308227E+00
       271, 2.099999885E+00,-2.346499984E-08, 1.474999979E-01, 2.098245003E+00
       272, 3.000000046E+00,-2.346500019E-08, 1.474999990E-01, 2.185019345E+00
       273,-1.500000037E-01,-2.346499991E-08, 1.549999979E-01, 2.268601124E+00
       274, 3.000000109E-01,-2.346500034E-08, 1.550000001E-01, 4.417295269E-01
       275, 4.499999767E-01,-2.346500000E-08, 1.549999978E-01, 7.467757915E-01
       276, 7.499999865E-01,-2.346500000E-08, 1.549999978E-01, 1.388924669E+00
       277, 1.049999957E+00,-2.346499928E-08, 1.549999978E-01, 1.743988607E+00
       278, 1.499999992E+00,-2.346499989E-08, 1.549999978E-01, 1.991079012E+00
       279, 2.099999885E+00,-2.346499986E-08, 1.549999978E-01, 2.124687296E+00
       280, 3.000000024E+00,-2.346500002E-08, 1.549999978E-01, 2.208330491E+00
       281,-1.500000037E-01,-2.346499991E-08, 1.624999978E-01, 2.285007903E+00
       282, 3.000000109E-01,-2.346500034E-08, 1.625000001E-01, 4.979496059E-01
       283, 4.499999767E-01,-2.346500000E-08, 1.624999976E-01, 8.053142694E-01
       284, 7.499999865E-01,-2.346500000E-08, 1.624999976E-01, 1.443097533E+00
       285, 1.049999957E+00,-2.346499940E-08, 1.624999976E-01, 1.787423861E+00
       286, 1.499999992E+00,-2.346499990E-08, 1.624999976E-01, 2.024438891E+00
       287, 2.099999885E+00,-2.346499989E-08, 1.624999976E-01, 2.151753990E+00
       288, 3.000000046E+00,-2.346500019E-08, 1.624999989E-01, 2.231386185E+00
       289,-1.500000037E-01,-2.346499990E-08, 1.699999977E-01, 2.301069230E+00
       290, 3.000000109E-01,-2.346500034E-08, 1.700000001E-01, 5.681846232E-01
       291, 4.499999767E-01,-2.346500000E-08, 1.699999975E-01, 8.791692241E-01
       292, 7.499999865E-01,-2.346500000E-08, 1.699999975E-01, 1.507593780E+00
       293, 1.049999957E+00,-2.346499952E-08, 1.699999975E-01, 1.836703834E+00
       294, 1.499999992E+00,-2.346499993E-08, 1.699999975E-01, 2.059981666E+00
       295, 2.099999885E+00,-2.346499992E-08, 1.699999975E-01, 2.179176273E+00
       296, 3.000000046E+00,-2.346500019E-08, 1.699999988E-01, 2.254070790E+00
       297,-1.500000037E-01,-2.346499989E-08, 1.774999976E-01, 2.316818464E+00
       298, 3.000000109E-01,-2.346500034E-08, 1.775000001E-01, 6.584966685E-01
       299, 4.499999767E-01,-2.346500000E-08, 1.774999974E-01, 9.733899411E-01
       300, 7.499999865E-01,-2.346500000E-08, 1.774999974E-01, 1.583261870E+00
       301, 1.049999957E+00,-2.346499961E-08, 1.774999974E-01, 1.891400060E+00
       302, 1.499999992E+00,-2.346499994E-08, 1.774999974E-01, 2.097151519E+00
       303, 2.099999885E+00,-2.346499993E-08, 1.774999974E-01, 2.206642730E+00
       304, 3.000000046E+00,-2.346500018E-08, 1.774999987E-01, 2.276264999E+00
       305,-1.500000037E-01,-2.346499988E-08, 1.849999975E-01, 2.332274182E+00
       306, 3.000000109E-01,-2.346500034E-08, 1.850000001E-01, 7.776845396E-01
       307, 4.499999767E-01,-2.346500000E-08, 1.849999973E-01, 1.093476740E+00
       308, 7.499999865E-01,-2.346500000E-08, 1.849999973E-01, 1.670243603E+00
       309, 1.049999957E+00,-2.346499975E-08, 1.849999973E-01, 1.950653628E+00
       310, 1.499999992E+00,-2.346499995E-08, 1.849999973E-01, 2.135261629E+00
       311, 2.099999885E+00,-2.346499994E-08, 1.849999973E-01, 2.233836719E+00
       312, 3.000000046E+00,-2.346500018E-08, 1.849999987E-01, 2.297878502E+00
       313,-1.500000037E-01,-2.346499989E-08, 1.924999974E-01, 2.347443403E+00
       314, 3.000000109E-01,-2.346500034E-08, 1.925000001E-01, 9.356018012E-01
       315, 4.499999767E-01,-2.346500000E-08, 1.924999972E-01, 1.242997165E+00
       316, 7.499999865E-01,-2.346500000E-08, 1.924999972E-01, 1.767309515E+00
       317, 1.049999957E+00,-2.346499987E-08, 1.924999972E-01, 2.013074783E+00
       318, 1.499999992E+00,-2.346499998E-08, 1.924999972E-01, 2.173542955E+00
       319, 2.099999885E+00,-2.346499997E-08, 1.924999972E-01, 2.260475106E+00
       320, 3.000000046E+00,-2.346500017E-08, 1.924999986E-01, 2.318870720E+00
       321,-1.500000037E-01,-2.346499988E-08, 1.999999973E-01, 2.362321762E+00
       322, 3.000000109E-01,-2.346500034E-08, 2.000000001E-01, 1.139351166E+00
       323, 4.499999767E-01,-2.346500000E-08, 1.999999971E-01, 1.421142793E+00
