nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,turb-kinetic-energy
       324, 7.499999865E-01,-2.346500000E-08, 1.999999971E-01, 2.049064983E-01
       325, 1.049999957E+00,-2.346500000E-08, 1.999999971E-01, 1.598326457E-01
       326, 1.499999992E+00,-2.346500000E-08, 1.999999971E-01, 1.121569009E-01
       327, 2.099999885E+00,-2.346500000E-08, 1.999999971E-01, 7.883551482E-02
       328, 3.000000046E+00,-2.346500017E-08, 1.999999986E-01, 5.670611382E-02
       329,-1.500000036E-01,-2.346499988E-08, 2.074999979E-01, 1.557891005E-02
       330, 3.000000109E-01,-2.346500032E-08, 2.075000008E-01, 1.801088474E-01
       331, 4.499999767E-01,-2.346499997E-08, 2.074999977E-01, 2.192215125E-01
       332, 7.499999865E-01,-2.346499997E-08, 2.074999977E-01, 1.976530565E-01
       333, 1.049999957E+00,-2.346499993E-08, 2.074999977E-01, 1.543955269E-01
       334, 1.499999992E+00,-2.346499997E-08, 2.074999977E-01, 1.087641802E-01
       335, 2.099999885E+00,-2.346500000E-08, 2.074999977E-01, 7.671795723E-02
       336, 3.000000046E+00,-2.346500017E-08, 2.074999992E-01, 5.529326641E-02
       337,-1.500000036E-01,-2.346499992E-08, 2.154084161E-01, 1.499364291E-02
       338, 3.000000109E-01,-2.346500038E-08, 2.154084192E-01, 1.672799235E-01
       339, 4.499999767E-01,-2.346500003E-08, 2.154084160E-01, 2.044441857E-01
       340, 7.499999865E-01,-2.346500003E-08, 2.154084160E-01, 1.859514701E-01
       341, 1.049999957E+00,-2.346499993E-08, 2.154084160E-01, 1.466058528E-01
       342, 1.499999992E+00,-2.346500000E-08, 2.154084160E-01, 1.043056766E-01
       343, 2.099999885E+00,-2.346500003E-08, 2.154084160E-01, 7.411599639E-02
       344, 3.000000046E+00,-2.346500021E-08, 2.154084176E-01, 5.366282180E-02
       345,-1.500000035E-01,-2.346499995E-08, 2.237474927E-01, 1.442342866E-02
       346, 3.000000109E-01,-2.346500035E-08, 2.237474959E-01, 1.449871195E-01
       347, 4.499999767E-01,-2.346500000E-08, 2.237474926E-01, 1.810125802E-01
       348, 7.499999865E-01,-2.346500000E-08, 2.237474926E-01, 1.696261291E-01
       349, 1.049999957E+00,-2.346499986E-08, 2.237474926E-01, 1.363980156E-01
       350, 1.499999992E+00,-2.346499996E-08, 2.237474926E-01, 9.874955946E-02
       351, 2.099999885E+00,-2.346500000E-08, 2.237474926E-01, 7.100638477E-02
       352, 3.000000046E+00,-2.346500017E-08, 2.237474943E-01, 5.179956425E-02
       353,-1.500000035E-01,-2.346499996E-08, 2.325406795E-01, 1.387963641E-02
       354, 3.000000109E-01,-2.346500032E-08, 2.325406829E-01, 1.143636783E-01
       355, 4.499999767E-01,-2.346499997E-08, 2.325406794E-01, 1.500243559E-01
       356, 7.499999865E-01,-2.346499997E-08, 2.325406794E-01, 1.490969111E-01
       357, 1.049999957E+00,-2.346499977E-08, 2.325406794E-01, 1.238997720E-01
       358, 1.499999992E+00,-2.346499992E-08, 2.325406794E-01, 9.210790684E-02
       359, 2.099999885E+00,-2.346499998E-08, 2.325406794E-01, 6.737456505E-02
       360, 3.000000046E+00,-2.346500014E-08, 2.325406812E-01, 4.968882309E-02
       361,-1.500000034E-01,-2.346500001E-08, 2.418127053E-01, 1.337451211E-02
       362, 3.000000109E-01,-2.346500032E-08, 2.418127089E-01, 8.053790298E-02
       363, 4.499999767E-01,-2.346499998E-08, 2.418127053E-01, 1.148088903E-01
       364, 7.499999865E-01,-2.346499998E-08, 2.418127053E-01, 1.254254203E-01
       365, 1.049999957E+00,-2.346499973E-08, 2.418127053E-01, 1.094391242E-01
       366, 1.499999992E+00,-2.346499994E-08, 2.418127053E-01, 8.443845175E-02
       367, 2.099999885E+00,-2.346500002E-08, 2.418127053E-01, 6.321564256E-02
       368, 3.000000046E+00,-2.346500018E-08, 2.418127071E-01, 4.731755817E-02
       369,-1.500000034E-01,-2.346500004E-08, 2.515896456E-01, 1.292032818E-02
       370, 3.000000109E-01,-2.346500034E-08, 2.515896494E-01, 5.122304289E-02
       371, 4.499999767E-01,-2.346500001E-08, 2.515896457E-01, 8.040031944E-02
       372, 7.499999865E-01,-2.346500000E-08, 2.515896457E-01, 1.002199518E-01
       373, 1.049999957E+00,-2.346499969E-08, 2.515896457E-01, 9.352989257E-02
       374, 1.499999992E+00,-2.346499993E-08, 2.515896457E-01, 7.584647237E-02
       375, 2.099999885E+00,-2.346500002E-08, 2.515896457E-01, 5.853671291E-02
       376, 3.000000046E+00,-2.346500015E-08, 2.515896475E-01, 4.467620455E-02
       377,-1.500000033E-01,-2.346500008E-08, 2.618989960E-01, 1.252767517E-02
       378, 3.000000109E-01,-2.346500035E-08, 2.618990000E-01, 3.146505969E-02
       379, 4.499999767E-01,-2.346500000E-08, 2.618989961E-01, 5.187431476E-02
       380, 7.499999865E-01,-2.346500000E-08, 2.618989961E-01, 7.545546867E-02
       381, 1.049999957E+00,-2.346499961E-08, 2.618989961E-01, 7.685792388E-02
       382, 1.499999992E+00,-2.346499990E-08, 2.618989961E-01, 6.649227142E-02
       383, 2.099999885E+00,-2.346500002E-08, 2.618989961E-01, 5.336325565E-02
       384, 3.000000046E+00,-2.346500018E-08, 2.618989980E-01, 4.176210949E-02
       385,-1.500000032E-01,-2.346500011E-08, 2.727697492E-01, 1.220375191E-02
       386, 3.000000109E-01,-2.346500035E-08, 2.727697533E-01, 2.071979766E-02
       387, 4.499999767E-01,-2.346500001E-08, 2.727697493E-01, 3.221657277E-02
       388, 7.499999865E-01,-2.346499999E-08, 2.727697493E-01, 5.328440296E-02
       389, 1.049999957E+00,-2.346499955E-08, 2.727697493E-01, 6.029615754E-02
       390, 1.499999992E+00,-2.346499989E-08, 2.727697493E-01, 5.661496703E-02
       391, 2.099999885E+00,-2.346500003E-08, 2.727697493E-01, 4.775053537E-02
       392, 3.000000046E+00,-2.346500017E-08, 2.727697513E-01, 3.858413823E-02
       393,-1.500000032E-01,-2.346500011E-08, 2.842324767E-01, 1.195074553E-02
       394, 3.000000109E-01,-2.346500033E-08, 2.842324811E-01, 1.564005804E-02
       395, 4.499999767E-01,-2.346499998E-08, 2.842324768E-01, 2.105721768E-02
       396, 7.499999865E-01,-2.346499996E-08, 2.842324768E-01, 3.573575530E-02
       397, 1.049999957E+00,-2.346499946E-08, 2.842324768E-01, 4.495315705E-02
       398, 1.499999992E+00,-2.346499985E-08, 2.842324768E-01, 4.657663310E-02
       399, 2.099999885E+00,-2.346500000E-08, 2.842324768E-01, 4.180291738E-02
       400, 3.000000046E+00,-2.346500015E-08, 2.842324789E-01, 3.516944433E-02
       401,-1.500000031E-01,-2.346500017E-08, 2.963194150E-01, 1.176495577E-02
       402, 3.000000109E-01,-2.346500033E-08, 2.963194195E-01, 1.332528936E-02
       403, 4.499999767E-01,-2.346500000E-08, 2.963194151E-01, 1.563617923E-02
       404, 7.499999865E-01,-2.346499999E-08, 2.963194151E-01, 2.391510200E-02
       405, 1.049999957E+00,-2.346499939E-08, 2.963194151E-01, 3.211395557E-02
       406, 1.499999992E+00,-2.346499986E-08, 2.963194151E-01, 3.691652146E-02
       407, 2.099999885E+00,-2.346500004E-08, 2.963194151E-01, 3.570038748E-02
       408, 3.000000046E+00,-2.346500017E-08, 2.963194173E-01, 3.157230262E-02
       409,-1.500000030E-01,-2.346500021E-08, 3.090645557E-01, 1.163724756E-02
       410, 3.000000109E-01,-2.346500034E-08, 3.090645605E-01, 1.222305459E-02
       411, 4.499999767E-01,-2.346500000E-08, 3.090645559E-01, 1.316154386E-02
       412, 7.499999865E-01,-2.346499998E-08, 3.090645559E-01, 1.721334739E-02
       413, 1.049999957E+00,-2.346499931E-08, 3.090645559E-01, 2.278170982E-02
       414, 1.499999992E+00,-2.346499983E-08, 3.090645559E-01, 2.834656213E-02
       415, 2.099999885E+00,-2.346500003E-08, 3.090645559E-01, 2.972215659E-02
       416, 3.000000046E+00,-2.346500013E-08, 3.090645582E-01, 2.788369544E-02
       417,-1.500000030E-01,-2.346500025E-08, 3.225037420E-01, 1.155499349E-02
       418, 3.000000109E-01,-2.346500034E-08, 3.225037469E-01, 1.166313678E-02
       419, 4.499999767E-01,-2.346500000E-08, 3.225037421E-01, 1.200629680E-02
       420, 7.499999865E-01,-2.346499998E-08, 3.225037421E-01, 1.385405470E-02
       421, 1.049999957E+00,-2.346499924E-08, 3.225037421E-01, 1.699153813E-02
       422, 1.499999992E+00,-2.346499981E-08, 3.225037421E-01, 2.155526448E-02
       423, 2.099999885E+00,-2.346500003E-08, 3.225037421E-01, 2.423871816E-02
       424, 3.000000046E+00,-2.346500013E-08, 3.225037445E-01, 2.423758755E-02
       425,-1.500000029E-01,-2.346500034E-08, 3.366747683E-01, 1.150490151E-02
       426, 3.000000109E-01,-2.346500038E-08, 3.366747735E-01, 1.136184030E-02
       427, 4.499999767E-01,-2.346500003E-08, 3.366747685E-01, 1.144262642E-02
       428, 7.499999865E-01,-2.346500002E-08, 3.366747685E-01, 1.222660569E-02
       429, 1.049999957E+00,-2.346499918E-08, 3.366747685E-01, 1.382095237E-02
       430, 1.499999992E+00,-2.346499983E-08, 3.366747685E-01, 1.683341246E-02
       431, 2.099999885E+00,-2.346500009E-08, 3.366747685E-01, 1.962747770E-02
       432, 3.000000046E+00,-2.346500019E-08, 3.366747710E-01, 2.080523842E-02
       433,-1.500000028E-01,-2.346500031E-08, 3.516174877E-01, 1.147553603E-02
       434, 3.000000109E-01,-2.346500031E-08, 3.516174931E-01, 1.119232518E-02
       435, 4.499999767E-01,-2.346499997E-08, 3.516174879E-01, 1.115674407E-02
       436, 7.499999865E-01,-2.346499996E-08, 3.516174879E-01, 1.141882683E-02
       437, 1.049999957E+00,-2.346499901E-08, 3.516174879E-01, 1.216930236E-02
       438, 1.499999992E+00,-2.346499974E-08, 3.516174879E-01, 1.390489977E-02
       439, 2.099999885E+00,-2.346500004E-08, 3.516174879E-01, 1.611585154E-02
       440, 3.000000046E+00,-2.346500014E-08, 3.516174905E-01, 1.776686307E-02
       441,-1.500000027E-01,-2.346500041E-08, 3.673739231E-01, 1.145835576E-02
       442, 3.000000109E-01,-2.346500034E-08, 3.673739288E-01, 1.109344763E-02
       443, 4.499999767E-01,-2.346500000E-08, 3.673739233E-01, 1.100420404E-02
       444, 7.499999865E-01,-2.346499997E-08, 3.673739233E-01, 1.100461742E-02
       445, 1.049999957E+00,-2.346499894E-08, 3.673739233E-01, 1.129697760E-02
       446, 1.499999992E+00,-2.346499974E-08, 3.673739233E-01, 1.219827773E-02
       447, 2.099999885E+00,-2.346500006E-08, 3.673739233E-01, 1.367452782E-02
       448, 3.000000046E+00,-2.346500015E-08, 3.673739261E-01, 1.526135825E-02
       449,-1.500000026E-01,-2.346500046E-08, 3.839883861E-01, 1.144681569E-02
       450, 3.000000109E-01,-2.346500033E-08, 3.839883920E-01, 1.103119966E-02
       451, 4.499999767E-01,-2.346500000E-08, 3.839883863E-01, 1.091429996E-02
       452, 7.499999865E-01,-2.346499998E-08, 3.839883863E-01, 1.078130443E-02
       453, 1.049999957E+00,-2.346499884E-08, 3.839883863E-01, 1.081862842E-02
       454, 1.499999992E+00,-2.346499974E-08, 3.839883863E-01, 1.120864179E-02
       455, 2.099999885E+00,-2.346500008E-08, 3.839883863E-01, 1.207822121E-02
       456, 3.000000046E+00,-2.346500015E-08, 3.839883892E-01, 1.334140431E-02
       457,-1.500000025E-01,-2.346500049E-08, 4.015076012E-01, 1.143451207E-02
       458, 3.000000109E-01,-2.346500034E-08, 4.015076073E-01, 1.098397122E-02
       459, 4.499999767E-01,-2.346500001E-08, 4.015076013E-01, 1.085057063E-02
       460, 7.499999865E-01,-2.346499997E-08, 4.015076013E-01, 1.064674832E-02
       461, 1.049999957E+00,-2.346499875E-08, 4.015076013E-01, 1.054309665E-02
       462, 1.499999992E+00,-2.346499970E-08, 4.015076013E-01, 1.062152866E-02
       463, 2.099999885E+00,-2.346500007E-08, 4.015076013E-01, 1.106339782E-02
       464, 3.000000046E+00,-2.346500012E-08, 4.015076043E-01, 1.197094246E-02
       465,-1.500000024E-01,-2.346500054E-08, 4.199808371E-01, 1.141675745E-02
       466, 3.000000109E-01,-2.346500031E-08, 4.199808435E-01, 1.094075551E-02
       467, 4.499999767E-01,-2.346499999E-08, 4.199808372E-01, 1.079675335E-02
       468, 7.499999865E-01,-2.346499996E-08, 4.199808372E-01, 1.055414135E-02
       469, 1.049999957E+00,-2.346499860E-08, 4.199808372E-01, 1.037597766E-02
       470, 1.499999992E+00,-2.346499964E-08, 4.199808372E-01, 1.027071080E-02
       471, 2.099999885E+00,-2.346500006E-08, 4.199808372E-01, 1.043448085E-02
       472, 3.000000046E+00,-2.346500011E-08, 4.199808404E-01, 1.106703466E-02
       473,-1.500000023E-01,-2.346500065E-08, 4.394600459E-01, 1.139735010E-02
       474, 3.000000067E-01,-2.346500001E-08, 4.394600459E-01, 1.090464776E-02
       475, 4.499999892E-01,-2.346500074E-08, 4.394600590E-01, 1.075458947E-02
       476, 7.499999652E-01,-2.346499931E-08, 4.394600328E-01, 1.049246398E-02
       477, 1.049999957E+00,-2.346499852E-08, 4.394600459E-01, 1.027881576E-02
       478, 1.499999992E+00,-2.346499967E-08, 4.394600459E-01, 1.007791169E-02
       479, 2.099999885E+00,-2.346500013E-08, 4.394600459E-01, 1.008298987E-02
       480, 3.000000024E+00,-2.346499998E-08, 4.394600459E-01, 1.055052144E-02
       481,-1.500000037E-01,-2.346500074E-08, 4.600000083E-01, 1.138851624E-02
       482, 3.000000067E-01,-2.346499997E-08, 4.600000083E-01, 1.088940286E-02
       483, 4.499999892E-01,-2.346500070E-08, 4.600000221E-01, 1.073737162E-02
       484, 7.499999652E-01,-2.346499927E-08, 4.599999946E-01, 1.046943855E-02
       485, 1.049999957E+00,-2.346499836E-08, 4.600000083E-01, 1.024518410E-02
       486, 1.499999992E+00,-2.346499961E-08, 4.600000083E-01, 1.001442922E-02
       487, 2.099999885E+00,-2.346500010E-08, 4.600000083E-01, 9.966517345E-03
       488, 3.000000024E+00,-2.346499996E-08, 4.600000083E-01, 1.037858035E-02
