nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,turb-kinetic-energy
       142, 1.499999992E+00,-2.346499962E-08, 3.190569382E-02, 6.824018236E-02
       143, 2.099999885E+00,-2.346499955E-08, 3.190569382E-02, 5.959614698E-02
       144, 3.000000046E+00,-2.346500024E-08, 3.190569406E-02, 5.368664500E-02
       145,-1.500000033E-01,-2.346499996E-08, 3.712653982E-02, 3.898791579E-02
       146, 3.000000109E-01,-2.346500039E-08, 3.712654033E-02, 1.281468316E-01
       147, 4.499999767E-01,-2.346500001E-08, 3.712653978E-02, 1.408912675E-01
       148, 7.499999865E-01,-2.346500001E-08, 3.712653978E-02, 1.123433192E-01
       149, 1.049999957E+00,-2.346499758E-08, 3.712653978E-02, 8.710194381E-02
       150, 1.499999992E+00,-2.346499962E-08, 3.712653978E-02, 7.025112439E-02
       151, 2.099999885E+00,-2.346499956E-08, 3.712653978E-02, 6.101864742E-02
       152, 3.000000046E+00,-2.346500025E-08, 3.712654005E-02, 5.439839864E-02
       153,-1.500000034E-01,-2.346499996E-08, 4.311987516E-02, 3.739416444E-02
       154, 3.000000109E-01,-2.346500038E-08, 4.311987575E-02, 1.333687187E-01
       155, 4.499999767E-01,-2.346500001E-08, 4.311987511E-02, 1.494299274E-01
       156, 7.499999865E-01,-2.346500001E-08, 4.311987511E-02, 1.190288427E-01
       157, 1.049999957E+00,-2.346499758E-08, 4.311987511E-02, 9.091007737E-02
       158, 1.499999992E+00,-2.346499963E-08, 4.311987511E-02, 7.241575883E-02
       159, 2.099999885E+00,-2.346499956E-08, 4.311987511E-02, 6.255076793E-02
       160, 3.000000046E+00,-2.346500025E-08, 4.311987543E-02, 5.520509898E-02
       161,-1.500000037E-01,-2.346499997E-08, 4.999999933E-02, 3.570833691E-02
       162, 3.000000109E-01,-2.346500038E-08, 5.000000002E-02, 1.361489235E-01
       163, 4.499999767E-01,-2.346500001E-08, 4.999999927E-02, 1.565336975E-01
       164, 7.499999865E-01,-2.346500001E-08, 4.999999927E-02, 1.258856846E-01
       165, 1.049999957E+00,-2.346499757E-08, 4.999999927E-02, 9.516855679E-02
       166, 1.499999992E+00,-2.346499963E-08, 4.999999927E-02, 7.479182735E-02
       167, 2.099999885E+00,-2.346499957E-08, 4.999999927E-02, 6.419692896E-02
       168, 3.000000046E+00,-2.346500025E-08, 4.999999964E-02, 5.609618075E-02
       169,-1.500000037E-01,-2.346499995E-08, 5.749999923E-02, 3.400592200E-02
       170, 3.000000109E-01,-2.346500035E-08, 5.750000002E-02, 1.370266998E-01
       171, 4.499999767E-01,-2.346499998E-08, 5.749999916E-02, 1.615036899E-01
       172, 7.499999865E-01,-2.346500000E-08, 5.749999916E-02, 1.322743116E-01
       173, 1.049999957E+00,-2.346499769E-08, 5.749999916E-02, 9.966537861E-02
       174, 1.499999992E+00,-2.346499965E-08, 5.749999916E-02, 7.733324383E-02
       175, 2.099999885E+00,-2.346499962E-08, 5.749999916E-02, 6.588533982E-02
       176, 3.000000046E+00,-2.346500029E-08, 5.749999959E-02, 5.700959560E-02
       177,-1.500000037E-01,-2.346499992E-08, 6.499999913E-02, 3.242699717E-02
       178, 3.000000109E-01,-2.346500037E-08, 6.500000002E-02, 1.367784978E-01
       179, 4.499999767E-01,-2.346500000E-08, 6.499999905E-02, 1.641581826E-01
       180, 7.499999865E-01,-2.346500001E-08, 6.499999905E-02, 1.375433653E-01
       181, 1.049999957E+00,-2.346499781E-08, 6.499999905E-02, 1.039897346E-01
       182, 1.499999992E+00,-2.346499966E-08, 6.499999905E-02, 7.988739320E-02
       183, 2.099999885E+00,-2.346499961E-08, 6.499999905E-02, 6.749495447E-02
       184, 3.000000046E+00,-2.346500026E-08, 6.499999954E-02, 5.785533199E-02
       185,-1.500000037E-01,-2.346499994E-08, 7.249999903E-02, 3.096516913E-02
       186, 3.000000109E-01,-2.346500038E-08, 7.250000002E-02, 1.358789270E-01
       187, 4.499999767E-01,-2.346500001E-08, 7.249999894E-02, 1.650407402E-01
       188, 7.499999865E-01,-2.346500001E-08, 7.249999894E-02, 1.418087067E-01
       189, 1.049999957E+00,-2.346499793E-08, 7.249999894E-02, 1.081360801E-01
       190, 1.499999992E+00,-2.346499968E-08, 7.249999894E-02, 8.249853811E-02
       191, 2.099999885E+00,-2.346499964E-08, 7.249999894E-02, 6.905563783E-02
       192, 3.000000046E+00,-2.346500025E-08, 7.249999948E-02, 5.863287334E-02
       193,-1.500000037E-01,-2.346499994E-08, 7.999999893E-02, 2.961546136E-02
       194, 3.000000067E-01,-2.346500003E-08, 7.999999884E-02, 1.345297846E-01
       195, 4.499999892E-01,-2.346500071E-08, 8.000000122E-02, 1.646724787E-01
       196, 7.499999865E-01,-2.346500001E-08, 7.999999884E-02, 1.452685830E-01
       197, 1.049999957E+00,-2.346499805E-08, 7.999999884E-02, 1.121315154E-01
       198, 1.499999992E+00,-2.346499971E-08, 7.999999884E-02, 8.519738422E-02
       199, 2.099999885E+00,-2.346499965E-08, 7.999999884E-02, 7.059276294E-02
       200, 3.000000046E+00,-2.346500024E-08, 7.999999943E-02, 5.934507390E-02
       201,-1.500000037E-01,-2.346499994E-08, 8.749999883E-02, 2.837123077E-02
       202, 3.000000109E-01,-2.346500038E-08, 8.750000003E-02, 1.329323977E-01
       203, 4.499999892E-01,-2.346500071E-08, 8.750000134E-02, 1.635893598E-01
       204, 7.499999865E-01,-2.346500001E-08, 8.749999873E-02, 1.481785837E-01
       205, 1.049999957E+00,-2.346499818E-08, 8.749999873E-02, 1.160343123E-01
       206, 1.499999992E+00,-2.346499971E-08, 8.749999873E-02, 8.800165030E-02
       207, 2.099999885E+00,-2.346499967E-08, 8.749999873E-02, 7.212307222E-02
       208, 3.000000046E+00,-2.346500024E-08, 8.749999938E-02, 5.999387430E-02
       209,-1.500000037E-01,-2.346499994E-08, 9.499999873E-02, 2.722337125E-02
       210, 3.000000109E-01,-2.346500037E-08, 9.500000003E-02, 1.314012505E-01
       211, 4.499999767E-01,-2.346500001E-08, 9.499999862E-02, 1.623397843E-01
       212, 7.499999865E-01,-2.346500001E-08, 9.499999862E-02, 1.508337778E-01
       213, 1.049999957E+00,-2.346499830E-08, 9.499999862E-02, 1.199266375E-01
       214, 1.499999992E+00,-2.346499975E-08, 9.499999862E-02, 9.091792999E-02
       215, 2.099999885E+00,-2.346499969E-08, 9.499999862E-02, 7.365333121E-02
       216, 3.000000046E+00,-2.346500024E-08, 9.499999933E-02, 6.057887699E-02
       217,-1.500000037E-01,-2.346499994E-08, 1.024999986E-01, 2.616102344E-02
       218, 3.000000109E-01,-2.346500037E-08, 1.025000000E-01, 1.303189445E-01
       219, 4.499999767E-01,-2.346500001E-08, 1.024999985E-01, 1.614535543E-01
       220, 7.499999865E-01,-2.346500001E-08, 1.024999985E-01, 1.535452398E-01
       221, 1.049999957E+00,-2.346499841E-08, 1.024999985E-01, 1.238986277E-01
       222, 1.499999992E+00,-2.346499976E-08, 1.024999985E-01, 9.394036135E-02
       223, 2.099999885E+00,-2.346499971E-08, 1.024999985E-01, 7.517976125E-02
       224, 3.000000046E+00,-2.346500021E-08, 1.024999993E-01, 6.109652094E-02
       225,-1.500000037E-01,-2.346499994E-08, 1.099999985E-01, 2.517239536E-02
       226, 3.000000109E-01,-2.346500037E-08, 1.100000000E-01, 1.300327185E-01
       227, 4.499999767E-01,-2.346500001E-08, 1.099999984E-01, 1.613986976E-01
       228, 7.499999652E-01,-2.346499931E-08, 1.099999951E-01, 1.566103860E-01
       229, 1.049999957E+00,-2.346499856E-08, 1.099999984E-01, 1.280337403E-01
       230, 1.499999992E+00,-2.346499978E-08, 1.099999984E-01, 9.704866847E-02
       231, 2.099999885E+00,-2.346499974E-08, 1.099999984E-01, 7.668732528E-02
       232, 3.000000046E+00,-2.346500023E-08, 1.099999992E-01, 6.153980815E-02
       233,-1.500000037E-01,-2.346499993E-08, 1.174999984E-01, 2.424591575E-02
       234, 3.000000109E-01,-2.346500037E-08, 1.175000000E-01, 1.308055933E-01
       235, 4.499999767E-01,-2.346500001E-08, 1.174999983E-01, 1.625426166E-01
       236, 7.499999652E-01,-2.346499931E-08, 1.174999948E-01, 1.602788283E-01
       237, 1.049999957E+00,-2.346499866E-08, 1.174999983E-01, 1.323905078E-01
       238, 1.499999992E+00,-2.346499979E-08, 1.174999983E-01, 1.002065784E-01
       239, 2.099999885E+00,-2.346499977E-08, 1.174999983E-01, 7.814994575E-02
       240, 3.000000046E+00,-2.346500021E-08, 1.174999992E-01, 6.189838163E-02
       241,-1.500000037E-01,-2.346499994E-08, 1.249999983E-01, 2.337090800E-02
       242, 3.000000109E-01,-2.346500036E-08, 1.250000000E-01, 1.328104891E-01
       243, 4.499999767E-01,-2.346500000E-08, 1.249999982E-01, 1.651235791E-01
       244, 7.499999865E-01,-2.346500000E-08, 1.249999982E-01, 1.647138379E-01
       245, 1.049999957E+00,-2.346499879E-08, 1.249999982E-01, 1.369799562E-01
       246, 1.499999992E+00,-2.346499981E-08, 1.249999982E-01, 1.033585654E-01
       247, 2.099999885E+00,-2.346499978E-08, 1.249999982E-01, 7.953149044E-02
       248, 3.000000046E+00,-2.346500021E-08, 1.249999991E-01, 6.215898278E-02
       249,-1.500000037E-01,-2.346499992E-08, 1.324999982E-01, 2.253803890E-02
       250, 3.000000109E-01,-2.346500036E-08, 1.325000001E-01, 1.360841277E-01
       251, 4.499999767E-01,-2.346500000E-08, 1.324999981E-01, 1.692209790E-01
       252, 7.499999865E-01,-2.346500000E-08, 1.324999981E-01, 1.699568684E-01
       253, 1.049999957E+00,-2.346499891E-08, 1.324999981E-01, 1.417529296E-01
       254, 1.499999992E+00,-2.346499982E-08, 1.324999981E-01, 1.064289161E-01
       255, 2.099999885E+00,-2.346499981E-08, 1.324999981E-01, 8.078741598E-02
       256, 3.000000046E+00,-2.346500021E-08, 1.324999991E-01, 6.230639418E-02
       257,-1.500000037E-01,-2.346499992E-08, 1.399999981E-01, 2.173951818E-02
       258, 3.000000109E-01,-2.346500036E-08, 1.400000001E-01, 1.405248824E-01
       259, 4.499999767E-01,-2.346500000E-08, 1.399999980E-01, 1.747625886E-01
       260, 7.499999865E-01,-2.346500000E-08, 1.399999980E-01, 1.759152518E-01
       261, 1.049999957E+00,-2.346499903E-08, 1.399999980E-01, 1.465985806E-01
       262, 1.499999992E+00,-2.346499985E-08, 1.399999980E-01, 1.093220038E-01
       263, 2.099999885E+00,-2.346499982E-08, 1.399999980E-01, 8.186709911E-02
       264, 3.000000046E+00,-2.346500020E-08, 1.399999990E-01, 6.232474467E-02
       265,-1.500000037E-01,-2.346499991E-08, 1.474999980E-01, 2.096918165E-02
       266, 3.000000109E-01,-2.346500036E-08, 1.475000001E-01, 1.459715659E-01
       267, 4.499999767E-01,-2.346500000E-08, 1.474999979E-01, 1.815852834E-01
       268, 7.499999865E-01,-2.346500000E-08, 1.474999979E-01, 1.823840724E-01
       269, 1.049999957E+00,-2.346499914E-08, 1.474999979E-01, 1.513509969E-01
       270, 1.499999992E+00,-2.346499986E-08, 1.474999979E-01, 1.119248753E-01
       271, 2.099999885E+00,-2.346499984E-08, 1.474999979E-01, 8.271703476E-02
       272, 3.000000046E+00,-2.346500019E-08, 1.474999990E-01, 6.219900694E-02
       273,-1.500000037E-01,-2.346499991E-08, 1.549999979E-01, 2.022248294E-02
       274, 3.000000109E-01,-2.346500034E-08, 1.550000001E-01, 1.522430937E-01
       275, 4.499999767E-01,-2.346500000E-08, 1.549999978E-01, 1.894730401E-01
       276, 7.499999865E-01,-2.346500000E-08, 1.549999978E-01, 1.890684948E-01
       277, 1.049999957E+00,-2.346499928E-08, 1.549999978E-01, 1.557938044E-01
       278, 1.499999992E+00,-2.346499989E-08, 1.549999978E-01, 1.141122765E-01
       279, 2.099999885E+00,-2.346499986E-08, 1.549999978E-01, 8.328466033E-02
       280, 3.000000024E+00,-2.346500002E-08, 1.549999978E-01, 6.191646143E-02
       281,-1.500000037E-01,-2.346499991E-08, 1.624999978E-01, 1.949643052E-02
       282, 3.000000109E-01,-2.346500034E-08, 1.625000001E-01, 1.591319538E-01
       283, 4.499999767E-01,-2.346500000E-08, 1.624999976E-01, 1.981288179E-01
       284, 7.499999865E-01,-2.346500000E-08, 1.624999976E-01, 1.955817888E-01
       285, 1.049999957E+00,-2.346499940E-08, 1.624999976E-01, 1.596636553E-01
       286, 1.499999992E+00,-2.346499990E-08, 1.624999976E-01, 1.157543244E-01
       287, 2.099999885E+00,-2.346499989E-08, 1.624999976E-01, 8.352232430E-02
       288, 3.000000046E+00,-2.346500019E-08, 1.624999989E-01, 6.146792359E-02
       289,-1.500000037E-01,-2.346499990E-08, 1.699999977E-01, 1.878951780E-02
       290, 3.000000109E-01,-2.346500034E-08, 1.700000001E-01, 1.663684996E-01
       291, 4.499999767E-01,-2.346500000E-08, 1.699999975E-01, 2.070972478E-01
       292, 7.499999865E-01,-2.346500000E-08, 1.699999975E-01, 2.014290212E-01
       293, 1.049999957E+00,-2.346499952E-08, 1.699999975E-01, 1.626597161E-01
       294, 1.499999992E+00,-2.346499993E-08, 1.699999975E-01, 1.167261225E-01
       295, 2.099999885E+00,-2.346499992E-08, 1.699999975E-01, 8.339109262E-02
       296, 3.000000046E+00,-2.346500019E-08, 1.699999988E-01, 6.084838353E-02
       297,-1.500000037E-01,-2.346499989E-08, 1.774999976E-01, 1.810161921E-02
       298, 3.000000109E-01,-2.346500034E-08, 1.775000001E-01, 1.735338744E-01
       299, 4.499999767E-01,-2.346500000E-08, 1.774999974E-01, 2.156584189E-01
       300, 7.499999865E-01,-2.346500000E-08, 1.774999974E-01, 2.059963327E-01
       301, 1.049999957E+00,-2.346499961E-08, 1.774999974E-01, 1.644606418E-01
       302, 1.499999992E+00,-2.346499994E-08, 1.774999974E-01, 1.169181251E-01
       303, 2.099999885E+00,-2.346499993E-08, 1.774999974E-01, 8.286379065E-02
       304, 3.000000046E+00,-2.346500018E-08, 1.774999987E-01, 6.005720680E-02
       305,-1.500000037E-01,-2.346499988E-08, 1.849999975E-01, 1.743393004E-02
       306, 3.000000109E-01,-2.346500034E-08, 1.850000001E-01, 1.799045118E-01
       307, 4.499999767E-01,-2.346500000E-08, 1.849999973E-01, 2.227090926E-01
       308, 7.499999865E-01,-2.346500000E-08, 1.849999973E-01, 2.085713600E-01
       309, 1.049999957E+00,-2.346499975E-08, 1.849999973E-01, 1.647527040E-01
       310, 1.499999992E+00,-2.346499995E-08, 1.849999973E-01, 1.162465761E-01
       311, 2.099999885E+00,-2.346499994E-08, 1.849999973E-01, 8.192667703E-02
       312, 3.000000046E+00,-2.346500018E-08, 1.849999987E-01, 5.909804607E-02
       313,-1.500000037E-01,-2.346499989E-08, 1.924999974E-01, 1.678862630E-02
       314, 3.000000109E-01,-2.346500034E-08, 1.925000001E-01, 1.842844617E-01
       315, 4.499999767E-01,-2.346500000E-08, 1.924999972E-01, 2.267507962E-01
       316, 7.499999865E-01,-2.346500000E-08, 1.924999972E-01, 2.084189620E-01
       317, 1.049999957E+00,-2.346499987E-08, 1.924999972E-01, 1.632690076E-01
       318, 1.499999992E+00,-2.346499998E-08, 1.924999972E-01, 1.146624265E-01
       319, 2.099999885E+00,-2.346499997E-08, 1.924999972E-01, 8.057972696E-02
       320, 3.000000046E+00,-2.346500017E-08, 1.924999986E-01, 5.797795954E-02
       321,-1.500000037E-01,-2.346499988E-08, 1.999999973E-01, 1.616898644E-02
       322, 3.000000109E-01,-2.346500034E-08, 2.000000001E-01, 1.849884194E-01
       323, 4.499999767E-01,-2.346500000E-08, 1.999999971E-01, 2.260856612E-01
