nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,turb-kinetic-energy
       321,-1.500000037E-01,-2.346499988E-08, 1.999999973E-01, 1.607597745E-02
       322, 3.000000109E-01,-2.346500034E-08, 2.000000001E-01, 1.094417005E-01
       323, 4.499999767E-01,-2.346500000E-08, 1.999999971E-01, 1.461978548E-01
       324, 7.499999865E-01,-2.346500000E-08, 1.999999971E-01, 1.617260376E-01
       325, 1.049999957E+00,-2.346500000E-08, 1.999999971E-01, 1.419216976E-01
       326, 1.499999992E+00,-2.346500000E-08, 1.999999971E-01, 1.078409536E-01
       327, 2.099999885E+00,-2.346500000E-08, 1.999999971E-01, 7.825450957E-02
       328, 3.000000046E+00,-2.346500017E-08, 1.999999986E-01, 5.674030017E-02
       329,-1.500000036E-01,-2.346499988E-08, 2.074999979E-01, 1.549188483E-02
       330, 3.000000109E-01,-2.346500032E-08, 2.075000008E-01, 1.071366669E-01
       331, 4.499999767E-01,-2.346499997E-08, 2.074999977E-01, 1.413535938E-01
       332, 7.499999865E-01,-2.346499997E-08, 2.074999977E-01, 1.558529084E-01
       333, 1.049999957E+00,-2.346499993E-08, 2.074999977E-01, 1.373918901E-01
       334, 1.499999992E+00,-2.346499997E-08, 2.074999977E-01, 1.050587938E-01
       335, 2.099999885E+00,-2.346500000E-08, 2.074999977E-01, 7.659916020E-02
       336, 3.000000046E+00,-2.346500017E-08, 2.074999992E-01, 5.562909056E-02
       337,-1.500000036E-01,-2.346499992E-08, 2.154084161E-01, 1.491323079E-02
       338, 3.000000109E-01,-2.346500038E-08, 2.154084192E-01, 9.894790829E-02
       339, 4.499999767E-01,-2.346500003E-08, 2.154084160E-01, 1.308415603E-01
       340, 7.499999865E-01,-2.346500003E-08, 2.154084160E-01, 1.460023702E-01
       341, 1.049999957E+00,-2.346499993E-08, 2.154084160E-01, 1.303581781E-01
       342, 1.499999992E+00,-2.346500000E-08, 2.154084160E-01, 1.009904834E-01
       343, 2.099999885E+00,-2.346500003E-08, 2.154084160E-01, 7.433248513E-02
       344, 3.000000046E+00,-2.346500021E-08, 2.154084176E-01, 5.425688641E-02
       345,-1.500000035E-01,-2.346499995E-08, 2.237474927E-01, 1.435014858E-02
       346, 3.000000109E-01,-2.346500035E-08, 2.237474959E-01, 8.410930240E-02
       347, 4.499999767E-01,-2.346500000E-08, 2.237474926E-01, 1.142732847E-01
       348, 7.499999865E-01,-2.346500000E-08, 2.237474926E-01, 1.320767656E-01
       349, 1.049999957E+00,-2.346499986E-08, 2.237474926E-01, 1.207672384E-01
       350, 1.499999992E+00,-2.346499996E-08, 2.237474926E-01, 9.560230344E-02
       351, 2.099999885E+00,-2.346500000E-08, 2.237474926E-01, 7.143018443E-02
       352, 3.000000046E+00,-2.346500017E-08, 2.237474943E-01, 5.260736343E-02
       353,-1.500000035E-01,-2.346499996E-08, 2.325406795E-01, 1.381398746E-02
       354, 3.000000109E-01,-2.346500032E-08, 2.325406829E-01, 6.462673339E-02
       355, 4.499999767E-01,-2.346499997E-08, 2.325406794E-01, 9.288948622E-02
       356, 7.499999865E-01,-2.346499997E-08, 2.325406794E-01, 1.146090508E-01
       357, 1.049999957E+00,-2.346499977E-08, 2.325406794E-01, 1.088311396E-01
       358, 1.499999992E+00,-2.346499992E-08, 2.325406794E-01, 8.894302732E-02
       359, 2.099999885E+00,-2.346499998E-08, 2.325406794E-01, 6.788982877E-02
       360, 3.000000046E+00,-2.346500014E-08, 2.325406812E-01, 5.066802348E-02
       361,-1.500000034E-01,-2.346500001E-08, 2.418127053E-01, 1.331693118E-02
       362, 3.000000109E-01,-2.346500032E-08, 2.418127089E-01, 4.524858709E-02
       363, 4.499999767E-01,-2.346499998E-08, 2.418127053E-01, 6.974324921E-02
       364, 7.499999865E-01,-2.346499998E-08, 2.418127053E-01, 9.481082343E-02
       365, 1.049999957E+00,-2.346499973E-08, 2.418127053E-01, 9.503397407E-02
       366, 1.499999992E+00,-2.346499994E-08, 2.418127053E-01, 8.114323714E-02
       367, 2.099999885E+00,-2.346500002E-08, 2.418127053E-01, 6.373002406E-02
       368, 3.000000046E+00,-2.346500018E-08, 2.418127071E-01, 4.843007629E-02
       369,-1.500000034E-01,-2.346500004E-08, 2.515896456E-01, 1.287106965E-02
       370, 3.000000109E-01,-2.346500034E-08, 2.515896494E-01, 3.040873614E-02
       371, 4.499999767E-01,-2.346500001E-08, 2.515896457E-01, 4.874226894E-02
       372, 7.499999865E-01,-2.346500000E-08, 2.515896457E-01, 7.441179850E-02
       373, 1.049999957E+00,-2.346499969E-08, 2.515896457E-01, 8.009098046E-02
       374, 1.499999992E+00,-2.346499993E-08, 2.515896457E-01, 7.240557079E-02
       375, 2.099999885E+00,-2.346500002E-08, 2.515896457E-01, 5.898952569E-02
       376, 3.000000046E+00,-2.346500015E-08, 2.515896475E-01, 4.588911839E-02
       377,-1.500000033E-01,-2.346500008E-08, 2.618989960E-01, 1.248672446E-02
       378, 3.000000109E-01,-2.346500035E-08, 2.618990000E-01, 2.123411825E-02
       379, 4.499999767E-01,-2.346500000E-08, 2.618989961E-01, 3.279563864E-02
       380, 7.499999865E-01,-2.346500000E-08, 2.618989961E-01, 5.533131670E-02
       381, 1.049999957E+00,-2.346499961E-08, 2.618989961E-01, 6.487667291E-02
       382, 1.499999992E+00,-2.346499990E-08, 2.618989961E-01, 6.299758237E-02
       383, 2.099999885E+00,-2.346500002E-08, 2.618989961E-01, 5.372772505E-02
       384, 3.000000046E+00,-2.346500018E-08, 2.618989980E-01, 4.304674365E-02
       385,-1.500000032E-01,-2.346500011E-08, 2.727697492E-01, 1.217074990E-02
       386, 3.000000109E-01,-2.346500035E-08, 2.727697533E-01, 1.629474205E-02
       387, 4.499999767E-01,-2.346500001E-08, 2.727697493E-01, 2.257137111E-02
       388, 7.499999865E-01,-2.346499999E-08, 2.727697493E-01, 3.930157192E-02
       389, 1.049999957E+00,-2.346499955E-08, 2.727697493E-01, 5.036364618E-02
       390, 1.499999992E+00,-2.346499989E-08, 2.727697493E-01, 5.325380761E-02
       391, 2.099999885E+00,-2.346500003E-08, 2.727697493E-01, 4.803185075E-02
       392, 3.000000046E+00,-2.346500017E-08, 2.727697513E-01, 3.991406893E-02
       393,-1.500000032E-01,-2.346500011E-08, 2.842324767E-01, 1.192497244E-02
       394, 3.000000109E-01,-2.346500033E-08, 2.842324811E-01, 1.379506088E-02
       395, 4.499999767E-01,-2.346499998E-08, 2.842324768E-01, 1.686794100E-02
       396, 7.499999865E-01,-2.346499996E-08, 2.842324768E-01, 2.743499641E-02
       397, 1.049999957E+00,-2.346499946E-08, 2.842324768E-01, 3.757032509E-02
       398, 1.499999992E+00,-2.346499985E-08, 2.842324768E-01, 4.359592122E-02
       399, 2.099999885E+00,-2.346500000E-08, 2.842324768E-01, 4.203085761E-02
       400, 3.000000046E+00,-2.346500015E-08, 2.842324789E-01, 3.651802149E-02
       401,-1.500000031E-01,-2.346500017E-08, 2.963194150E-01, 1.174538625E-02
       402, 3.000000109E-01,-2.346500033E-08, 2.963194195E-01, 1.252655279E-02
       403, 4.499999767E-01,-2.346500000E-08, 2.963194151E-01, 1.393260871E-02
       404, 7.499999865E-01,-2.346499999E-08, 2.963194151E-01, 1.979035024E-02
       405, 1.049999957E+00,-2.346499939E-08, 2.963194151E-01, 2.739644798E-02
       406, 1.499999992E+00,-2.346499986E-08, 2.963194151E-01, 3.455780900E-02
       407, 2.099999885E+00,-2.346500004E-08, 2.963194151E-01, 3.591647205E-02
       408, 3.000000046E+00,-2.346500017E-08, 2.963194173E-01, 3.290965716E-02
       409,-1.500000030E-01,-2.346500021E-08, 3.090645557E-01, 1.162268342E-02
       410, 3.000000109E-01,-2.346500034E-08, 3.090645605E-01, 1.185833872E-02
       411, 4.499999767E-01,-2.346500000E-08, 3.090645559E-01, 1.245084728E-02
       412, 7.499999865E-01,-2.346499998E-08, 3.090645559E-01, 1.542808104E-02
       413, 1.049999957E+00,-2.346499931E-08, 3.090645559E-01, 2.025954700E-02
       414, 1.499999992E+00,-2.346499983E-08, 3.090645559E-01, 2.674692003E-02
       415, 2.099999885E+00,-2.346500003E-08, 3.090645559E-01, 2.996323710E-02
       416, 3.000000046E+00,-2.346500013E-08, 3.090645582E-01, 2.917438637E-02
       417,-1.500000030E-01,-2.346500025E-08, 3.225037420E-01, 1.154424333E-02
       418, 3.000000109E-01,-2.346500034E-08, 3.225037469E-01, 1.148804083E-02
       419, 4.499999767E-01,-2.346500000E-08, 3.225037421E-01, 1.169499556E-02
       420, 7.499999865E-01,-2.346499998E-08, 3.225037421E-01, 1.310665710E-02
       421, 1.049999957E+00,-2.346499924E-08, 3.225037421E-01, 1.583611732E-02
       422, 1.499999992E+00,-2.346499981E-08, 3.225037421E-01, 2.066022324E-02
       423, 2.099999885E+00,-2.346500003E-08, 3.225037421E-01, 2.451798204E-02
       424, 3.000000046E+00,-2.346500013E-08, 3.225037445E-01, 2.544000813E-02
       425,-1.500000029E-01,-2.346500034E-08, 3.366747683E-01, 1.149693955E-02
       426, 3.000000109E-01,-2.346500038E-08, 3.366747735E-01, 1.127268034E-02
       427, 4.499999767E-01,-2.346500003E-08, 3.366747685E-01, 1.130185724E-02
       428, 7.499999865E-01,-2.346500002E-08, 3.366747685E-01, 1.189419484E-02
       429, 1.049999957E+00,-2.346499918E-08, 3.366747685E-01, 1.332114576E-02
       430, 1.499999992E+00,-2.346499983E-08, 3.366747685E-01, 1.642416885E-02
       431, 2.099999885E+00,-2.346500009E-08, 3.366747685E-01, 1.992373467E-02
       432, 3.000000046E+00,-2.346500019E-08, 3.366747710E-01, 2.187427637E-02
       433,-1.500000028E-01,-2.346500031E-08, 3.516174877E-01, 1.146958779E-02
       434, 3.000000109E-01,-2.346500031E-08, 3.516174931E-01, 1.114346268E-02
       435, 4.499999767E-01,-2.346499997E-08, 3.516174879E-01, 1.109056257E-02
       436, 7.499999865E-01,-2.346499996E-08, 3.516174879E-01, 1.126050056E-02
       437, 1.049999957E+00,-2.346499901E-08, 3.516174879E-01, 1.193819174E-02
       438, 1.499999992E+00,-2.346499974E-08, 3.516174879E-01, 1.374086279E-02
       439, 2.099999885E+00,-2.346500004E-08, 3.516174879E-01, 1.638532369E-02
       440, 3.000000046E+00,-2.346500014E-08, 3.516174905E-01, 1.866190986E-02
       441,-1.500000027E-01,-2.346500041E-08, 3.673739231E-01, 1.145390084E-02
       442, 3.000000109E-01,-2.346500034E-08, 3.673739288E-01, 1.106408308E-02
       443, 4.499999767E-01,-2.346500000E-08, 3.673739233E-01, 1.097029275E-02
       444, 7.499999865E-01,-2.346499997E-08, 3.673739233E-01, 1.092627146E-02
       445, 1.049999957E+00,-2.346499894E-08, 3.673739233E-01, 1.117731900E-02
       446, 1.499999992E+00,-2.346499974E-08, 3.673739233E-01, 1.212574774E-02
       447, 2.099999885E+00,-2.346500006E-08, 3.673739233E-01, 1.387988963E-02
       448, 3.000000046E+00,-2.346500015E-08, 3.673739261E-01, 1.595865041E-02
       449,-1.500000026E-01,-2.346500046E-08, 3.839883861E-01, 1.144353823E-02
       450, 3.000000109E-01,-2.346500033E-08, 3.839883920E-01, 1.101125004E-02
       451, 4.499999767E-01,-2.346500000E-08, 3.839883863E-01, 1.089388042E-02
       452, 7.499999865E-01,-2.346499998E-08, 3.839883863E-01, 1.074060787E-02
       453, 1.049999957E+00,-2.346499884E-08, 3.839883863E-01, 1.075166689E-02
       454, 1.499999992E+00,-2.346499974E-08, 3.839883863E-01, 1.116246551E-02
       455, 2.099999885E+00,-2.346500008E-08, 3.839883863E-01, 1.220739066E-02
       456, 3.000000046E+00,-2.346500015E-08, 3.839883892E-01, 1.384366484E-02
       457,-1.500000025E-01,-2.346500049E-08, 4.015076012E-01, 1.143223029E-02
       458, 3.000000109E-01,-2.346500034E-08, 4.015076073E-01, 1.096821722E-02
       459, 4.499999767E-01,-2.346500001E-08, 4.015076013E-01, 1.083532351E-02
       460, 7.499999865E-01,-2.346499997E-08, 4.015076013E-01, 1.062267409E-02
       461, 1.049999957E+00,-2.346499875E-08, 4.015076013E-01, 1.050290586E-02
       462, 1.499999992E+00,-2.346499970E-08, 4.015076013E-01, 1.058265889E-02
       463, 2.099999885E+00,-2.346500007E-08, 4.015076013E-01, 1.112604388E-02
       464, 3.000000046E+00,-2.346500012E-08, 4.015076043E-01, 1.230642847E-02
       465,-1.500000024E-01,-2.346500054E-08, 4.199808371E-01, 1.141529590E-02
       466, 3.000000109E-01,-2.346500031E-08, 4.199808435E-01, 1.092672672E-02
       467, 4.499999767E-01,-2.346499999E-08, 4.199808372E-01, 1.078308357E-02
       468, 7.499999865E-01,-2.346499996E-08, 4.199808372E-01, 1.053614594E-02
       469, 1.049999957E+00,-2.346499860E-08, 4.199808372E-01, 1.034845257E-02
       470, 1.499999992E+00,-2.346499964E-08, 4.199808372E-01, 1.023556708E-02
       471, 2.099999885E+00,-2.346500006E-08, 4.199808372E-01, 1.044980846E-02
       472, 3.000000046E+00,-2.346500011E-08, 4.199808404E-01, 1.127930589E-02
       473,-1.500000023E-01,-2.346500065E-08, 4.394600459E-01, 1.139647389E-02
       474, 3.000000067E-01,-2.346500001E-08, 4.394600459E-01, 1.089146812E-02
       475, 4.499999892E-01,-2.346500074E-08, 4.394600590E-01, 1.074104344E-02
       476, 7.499999652E-01,-2.346499931E-08, 4.394600328E-01, 1.047617962E-02
       477, 1.049999957E+00,-2.346499852E-08, 4.394600459E-01, 1.025662735E-02
       478, 1.499999992E+00,-2.346499967E-08, 4.394600459E-01, 1.004581176E-02
       479, 2.099999885E+00,-2.346500013E-08, 4.394600459E-01, 1.007128490E-02
       480, 3.000000024E+00,-2.346499998E-08, 4.394600459E-01, 1.068799528E-02
       481,-1.500000037E-01,-2.346500074E-08, 4.600000083E-01, 1.138787534E-02
       482, 3.000000067E-01,-2.346499997E-08, 4.600000083E-01, 1.087653056E-02
       483, 4.499999892E-01,-2.346500070E-08, 4.600000221E-01, 1.072368860E-02
       484, 7.499999652E-01,-2.346499927E-08, 4.599999946E-01, 1.045355667E-02
       485, 1.049999957E+00,-2.346499836E-08, 4.600000083E-01, 1.022456954E-02
       486, 1.499999992E+00,-2.346499961E-08, 4.600000083E-01, 9.983700208E-03
       487, 2.099999885E+00,-2.346500010E-08, 4.600000083E-01, 9.946064751E-03
       488, 3.000000024E+00,-2.346499996E-08, 4.600000083E-01, 1.049052746E-02
