nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,      x-velocity
       284, 7.499999865E-01, 3.069492518E-01, 1.249999982E-01, 2.355959300E+00
       285, 1.499999992E+00, 3.069492518E-01, 1.249999982E-01, 2.340109594E+00
       286, 2.249999948E+00, 3.069492518E-01, 1.249999982E-01, 2.331877968E+00
       287, 3.000000024E+00, 3.069492518E-01, 1.249999982E-01, 2.318822016E+00
       288, 1.500000119E-01, 3.327360586E-01, 1.249999987E-01, 2.357575631E+00
       289, 3.000000109E-01, 3.327360623E-01, 1.250000000E-01, 2.370703215E+00
       290, 4.499999767E-01, 3.327360573E-01, 1.249999982E-01, 2.369424800E+00
       291, 7.499999865E-01, 3.327360573E-01, 1.249999982E-01, 2.356101837E+00
       292, 1.499999992E+00, 3.327360573E-01, 1.249999982E-01, 2.340180314E+00
       293, 2.249999948E+00, 3.327360573E-01, 1.249999982E-01, 2.334336053E+00
       294, 3.000000024E+00, 3.327360573E-01, 1.249999982E-01, 2.325896296E+00
       295, 1.500000119E-01, 3.600000156E-01, 1.249999987E-01, 2.357203640E+00
       296, 3.000000109E-01, 3.600000197E-01, 1.250000000E-01, 2.370452395E+00
       297, 4.499999767E-01, 3.600000143E-01, 1.249999982E-01, 2.369355645E+00
       298, 7.499999865E-01, 3.600000143E-01, 1.249999982E-01, 2.356156339E+00
       299, 1.499999992E+00, 3.600000143E-01, 1.249999982E-01, 2.340161459E+00
       300, 2.249999948E+00, 3.600000143E-01, 1.249999982E-01, 2.334882493E+00
       301, 3.000000046E+00, 3.600000170E-01, 1.249999991E-01, 2.328153749E+00
