obs_mean,obs_up,obs_down,j,f,m,t,b,i
0.995113498,0.996633497,0.995113498,0.998153496,0.996633497,0.996633497,0.995113498,0.995113498,0.995113498
0.610857778,0.743097682,0.481961872,0.775321658,0.737017686,0.615721774,0.680169727,0.644905753,0.626361767
0.604777782,0.760121669,0.452777893,0.743097682,0.709353706,0.558873816,0.650985749,0.618761772,0.606297781
0.577113803,0.747657678,0.411129924,0.738537685,0.700233713,0.574073805,0.646425752,0.609337779,0.59413779
0.5801538,0.746137679,0.411129924,0.767721664,0.721513697,0.620281771,0.683209725,0.666185738,0.62180177
