obs_mean,obs_up,obs_down,j,f,m,t,b,i
0.997626862777686,1.00046604066257,1.00046604066257,1.00046604066257,0.999046451720127,1.00046604066257,0.997626862777686,0.999046451720127,1.00046604066257
0.458750900227134,0.609795163702842,0.315372417040607,0.704623705057892,0.636199518032242,0.515250540136281,0.580835549277049,0.526891169464296,0.49679588388455
0.49821547282699,0.624274970915739,0.371872056949754,0.650679325245139,0.600709794471221,0.461306160323528,0.551875934851255,0.529730347349178,0.474366378593984
0.480896487729212,0.632224668993408,0.338937593485126,0.671689241593264,0.592760096393552,0.420421998781231,0.520361060329068,0.508720431001053,0.457331311284694
0.480896487729212,0.649259736302698,0.311397568001773,0.645284887263864,0.567775331006593,0.442851504071797,0.544210154562074,0.44540676416819,0.49679588388455
