,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.000543105490366584,0.0008373503072029128,0.0012534573311084691,0.0018227996678023416,0.0025767097512735394,0.0035430965948805206,0.004742523406838198,0.0061842570527917305,0.007862916222561528,0.009756336453536742,0.011825119579123139,0.0140140649074587,0.016255349352949564,0.018473015277705337,0.020588116198090464,0.02252381227695945,0.024209807064495936,0.025585737692077278,0.026603405186210953,0.027227982922788944,0.027438505534383317,0.02722798292278891,0.026603405186210946,0.02558573769207721,0.024209807064495888,0.02252381227695938,0.0205881161980904,0.01847301527770527,0.01625534935294948,0.014014064907458611,0.011825119579123064,0.009756336453536674,0.007862916222561467,0.0061842570527916585,0.004742523406838149,0.0035430965948804907,0.002576709751273517,0.0018227996678023197,0.0012534573311084511,0.0008373503072028979
1,-9.94389078015648e-05,0.00030373766719193006,0.0008695338305223783,0.001637461794279116,0.002645732403884383,0.003926690256246512,0.005501761203328282,0.007376649423405301,0.009537624638766583,0.011949661562525152,0.01455692491684679,0.017285682966243006,0.02004927685885141,0.022754389004244008,0.02530764205080546,0.027621573471014682,0.029619258107506496,0.031237222732281862,0.03242670846790478,0.03315368175278931,0.03339819145696077,0.033153681752789266,0.03242670846790476,0.031237222732281793,0.02961925810750643,0.0276215734710146,0.02530764205080536,0.02275438900424391,0.0200492768588513,0.017285682966242933,0.014556924916846698,0.01194966156252505,0.009537624638766494,0.007376649423405228,0.005501761203328222,0.003926690256246467,0.0026457324038843405,0.0016374617942790874,0.0008695338305223573,0.00030373766719191553
2,-0.0023090433091307173,-0.0017684526996526314,-0.0010157908574370093,-2.761987423603382e-06,0.0013155683951424778,0.0029747861241807417,0.00499482375437532,0.007374363105306118,0.010087032715173621,0.013080295606084629,0.01627748603475355,0.01958286155309855,0.022888934688785226,0.026084896625395305,0.029064765870709785,0.0317340337788407,0.034013991918834696,0.03584349695759472,0.03717850629136689,0.037990162093528665,0.03826241830799256,0.03799016209352864,0.037178506291366833,0.03584349695759466,0.034013991918834606,0.03173403377884062,0.029064765870709695,0.026084896625395204,0.02288893468878512,0.019582861553098428,0.01627748603475344,0.013080295606084532,0.010087032715173517,0.007374363105306033,0.004994823754375235,0.00297478612418068,0.001315568395142424,-2.7619874236450154e-06,-0.0010157908574370401,-0.001768452699652658
3,-0.005832883297862034,-0.005123258267678483,-0.004143245915560316,-0.0028356070347220624,-0.0011495561628375624,0.0009516058627972923,0.0034828809145825918,0.006431358999163052,0.009752757042274102,0.013371704873405693,0.017186109050379664,0.021075108142955833,0.02490937209384331,0.02856200178620692,0.03191819177494887,0.03488215323804103,0.03738045978016724,0.039361795565529,0.04079384793219976,0.041658623474389395,0.041947678321092835,0.041658623474389374,0.04079384793219973,0.03936179556552894,0.03738045978016717,0.03488215323804095,0.03191819177494875,0.028562001786206808,0.024909372093843207,0.021075108142955667,0.017186109050379515,0.013371704873405561,0.009752757042273966,0.006431358999162937,0.0034828809145825016,0.0009516058627972229,-0.0011495561628376326,-0.0028356070347221145,-0.004143245915560354,-0.005123258267678512
4,-0.010283831730056208,-0.00937141596174264,-0.008121789290235569,-0.006469255707582669,-0.004358925978852694,-0.0017561735858400967,0.0013444924374439952,0.004912921574814221,0.00888081204251336,0.013144223105756466,0.017571181375815054,0.022013372371741405,0.026319989802652384,0.030351317714321577,0.03398968870751284,0.03714607561364089,0.03976156296518523,0.04180404717606241,0.043261465046670486,0.044133453103000236,0.044423506708666204,0.04413345310300021,0.043261465046670444,0.04180404717606235,0.039761562965185154,0.03714607561364077,0.033989688707512705,0.030351317714321445,0.02631998980265223,0.02201337237174126,0.017571181375814905,0.013144223105756313,0.00888081204251322,0.004912921574814086,0.0013444924374438772,-0.0017561735858402025,-0.004358925978852776,-0.0064692557075827425,-0.008121789290235628,-0.009371415961742681
5,-0.015178519786837872,-0.014028798898260008,-0.01246748233705046,-0.010421677363519916,-0.007835108068722986,-0.004679499102278524,-0.000964538961947467,0.003255816534472239,0.007882578603855283,0.012777452338760785,0.017774699676276724,0.022697408636688603,0.027375382983554502,0.031661436405974575,0.035443201370559965,0.03864855379358029,0.041244135749281846,0.04322787056957167,0.044617482315421925,0.04543765002027067,0.045708491530723386,0.045437650020270656,0.0446174823154219,0.043227870569571614,0.04124413574928176,0.03864855379358019,0.035443201370559854,0.031661436405974436,0.02737538298355433,0.02269740863668843,0.01777469967627653,0.012777452338760636,0.007882578603855092,0.0032558165344720863,-0.0009645389619475989,-0.004679499102278637,-0.0078351080687231,-0.010421677363519994,-0.012467482337050532,-0.014028798898260059
6,-0.01998503883317015,-0.01856442357086364,-0.016651803564318904,-0.014169188429573506,-0.01106260763767726,-0.007315425204692742,-0.0029590750524931195,0.0019215048452012051,0.007189809711714911,0.012667816691435851,0.01815315500339274,0.023440727411649924,0.02834496482029919,0.032718627494801915,0.03646476714764584,0.03953993508454109,0.04194855330779579,0.043730086750469355,0.04494188755897777,0.04564113850537209,0.045869212976872326,0.04564113850537209,0.04494188755897774,0.0437300867504693,0.04194855330779572,0.03953993508454097,0.03646476714764572,0.03271862749480177,0.028344964820299016,0.023440727411649744,0.018153155003392554,0.01266781669143563,0.007189809711714727,0.0019215048452010351,-0.0029590750524933,-0.007315425204692895,-0.011062607637677373,-0.014169188429573612,-0.016651803564318987,-0.018564423570863686
7,-0.024175598741417725,-0.02245329571184442,-0.0201546123862472,-0.017199380395784225,-0.01354049570064865,-0.009179045213666987,-0.004175341946039475,0.0013473358846732772,0.007208470589915562,0.013185839325918679,0.0190389994430648,0.02453688819164019,0.02948453243748115,0.03374387770652988,0.03724495344193338,0.03998564426915898,0.04202065890801917,0.04344228620821381,0.044356788386347275,0.04486067053693566,0.04502069935932506,0.04486067053693566,0.04435678838634725,0.04344228620821378,0.042020658908019114,0.0399856442691589,0.037244953441933286,0.03374387770652975,0.029484532437480976,0.024536888191640023,0.019038999443064614,0.01318583932591847,0.007208470589915347,0.0013473358846730586,-0.004175341946039659,-0.009179045213667154,-0.013540495700648792,-0.017199380395784346,-0.020154612386247283,-0.02245329571184449
8,-0.027278961885152248,-0.025228878761611652,-0.022516512547460094,-0.01906314109462809,-0.01483373301448522,-0.009853635153041076,-0.004219291867178239,0.0019006595789221176,0.00827605447632914,0.014637360559488014,0.020706357562798074,0.026230115979287483,0.031011967366254868,0.03493359625654726,0.03796423859317404,0.040155698650907436,0.041624720436878,0.04252645274339344,0.04302391025854436,0.0432584266825801,0.043325390899677164,0.0432584266825801,0.04302391025854433,0.042526452743393416,0.04162472043687796,0.040155698650907366,0.03796423859317396,0.03493359625654712,0.0310119673662547,0.026230115979287323,0.020706357562797886,0.014637360559487791,0.008276054476328912,0.0019006595789219025,-0.004219291867178451,-0.00985363515304125,-0.014833733014485366,-0.01906314109462823,-0.022516512547460184,-0.02522887876161173
9,-0.028927488927989655,-0.026530005478135447,-0.023385433358394006,-0.019420610931227038,-0.014618098164735083,-0.00903404689085725,-0.0028078754568582817,0.003840294118355951,0.010626379181460581,0.01723214887183712,0.023343764931490728,0.028692256157547814,0.033088249247373185,0.03644429729691643,0.03878078928645041,0.04021489907326462,0.040935336526612305,0.041167957224971415,0.04112487372347711,0.04098749491578894,0.04092198613187722,0.04098749491578894,0.04112487372347711,0.041167957224971415,0.04093533652661229,0.04021489907326458,0.03878078928645035,0.03644429729691633,0.033088249247373046,0.02869225615754762,0.023343764931490513,0.017232148871836897,0.010626379181460352,0.0038402941183556943,-0.00280787545685849,-0.00903404689085745,-0.014618098164735253,-0.01942061093122719,-0.023385433358394114,-0.026530005478135544
10,-0.028894161096005313,-0.02613760564356034,-0.0225528341759597,-0.01807655060164527,-0.012714323016470415,-0.006559153617799837,0.00020068355715936043,0.007288869475350526,0.014364895578795625,0.021062354546246068,0.02703572985025695,0.03200716806503326,0.03580418105398381,0.03838098591532263,0.03981975003856564,0.04031228206024956,0.04005993433546372,0.03930562465881324,0.038438351024671066,0.037778665804423364,0.03753477708782059,0.03777866580442338,0.038438351024671094,0.03930562465881328,0.04005993433546376,0.04031228206024956,0.039819750038565596,0.03838098591532256,0.03580418105398368,0.032007168065033106,0.02703572985025674,0.021062354546245846,0.014364895578795382,0.0072888694753502695,0.0002006835571591245,-0.006559153617800049,-0.012714323016470627,-0.01807655060164544,-0.022552834175959838,-0.026137605643560432
11,-0.027115930248975406,-0.02399763291975924,-0.019975978492443522,-0.015001675069484712,-0.009108157667729839,-0.0024303078453257743,0.004790335909892203,0.012218380594205387,0.019456387791837747,0.026092191252474743,0.03175400113712989,0.03616296733163935,0.03917282985647257,0.04078894157077249,0.041158922886644654,0.040361690676881494,0.03874170371245476,0.03681342529532291,0.035052198709195036,0.03383508288902597,0.033402013965015194,0.033835082889026,0.03505219870919509,0.03681342529532298,0.03874170371245481,0.04036169067688152,0.041158922886644654,0.040788941570772445,0.0391728298564725,0.03616296733163921,0.03175400113712971,0.026092191252474528,0.019456387791837483,0.012218380594205117,0.004790335909891939,-0.002430307845326038,-0.009108157667730068,-0.0150016750694849,-0.01997597849244367,-0.023997632919759374
12,-0.023701093096403864,-0.020227937263895365,-0.015784107627313106,-0.010337910979254128,-0.003954500889502683,0.0031858184551021435,0.010785722911198448,0.01844997640965762,0.025725759660372945,0.03215923107143162,0.03735868019109867,0.04105210890099313,0.04312766199309136,0.04364432759198275,0.0425643440773239,0.040195999908843955,0.03713953056844288,0.03400825440604839,0.03134718175415299,0.029575952938895617,0.028956050190723857,0.029575952938895658,0.03134718175415309,0.03400825440604849,0.03713953056844299,0.040195999908844066,0.04256434407732396,0.04364432759198275,0.043127661993091315,0.041052108900993034,0.03735868019109852,0.0321592310714314,0.025725759660372674,0.01844997640965735,0.010785722911198163,0.003185818455101866,-0.003954500889502929,-0.010337910979254319,-0.015784107627313273,-0.02022793726389549
13,-0.018919954286847035,-0.015108407130030031,-0.01026792715168787,-0.004387113706502622,0.0024347098644563366,0.009970130748282454,0.017865679322361865,0.0256677118589942,0.03287148630787469,0.03898682435668939,0.043608740941806196,0.04647907957067421,0.047526522282905034,0.04665287879689489,0.04392965492807059,0.03997752044733001,0.03550988537857813,0.031223199846212756,0.027713902539911513,0.025427423085039317,0.024635044158535412,0.025427423085039366,0.027713902539911617,0.03122319984621291,0.035509885378578285,0.039977520447330175,0.043929654928070716,0.04665287879689495,0.047526522282905034,0.04647907957067414,0.04360874094180606,0.038986824356689195,0.032871486307874453,0.025667711858993938,0.017865679322361574,0.00997013074828219,0.0024347098644560625,-0.0043871137065028265,-0.010267927151688061,-0.015108407130030173
14,-0.01317967865201553,-0.009055339933805258,-0.0038534426380019277,0.0024156226698878736,0.009617606966367404,0.01747839706293447,0.025590290596520363,0.03344479904989655,0.04049032140187339,0.04620640962942203,0.05018104731710865,0.05217528426552623,0.05207574962874338,0.049626979686258996,0.045301787014012704,0.03984710331404516,0.03407442636213545,0.028744193363039676,0.024484397122316932,0.02174907477878736,0.020807717680214825,0.021749074778787438,0.02448439712231707,0.028744193363039836,0.03407442636213566,0.03984710331404537,0.045301787014012884,0.04962697968625911,0.05207574962874342,0.05217528426552619,0.050181047317108554,0.046206409629421866,0.04049032140187317,0.033444799049896286,0.025590290596520078,0.017478397062934185,0.009617606966367119,0.0024156226698876515,-0.003853442638002115,-0.009055339933805431
15,-0.006985774423211813,-0.0025825292749947822,0.002937313217545909,0.009541466988969058,0.01706186314483216,0.025180274467127003,0.03343890142121507,0.04127987955940299,0.04811101529829977,0.05338783242609005,0.05669649441225609,0.05782040388548004,0.05642102779050906,0.0524844659161242,0.046688399900694844,0.0398893964453015,0.03297887432717021,0.02676153117973017,0.021878350874739997,0.018776955745675932,0.01771532886360121,0.018776955745676015,0.02187835087474013,0.026761531179730392,0.032978874327170435,0.03988939644530175,0.04668839990069508,0.05248446591612438,0.05642102779050916,0.05782040388548004,0.05669649441225602,0.05338783242608991,0.04811101529829956,0.041279879559402724,0.033438901421214764,0.025180274467126704,0.01706186314483187,0.009541466988968798,0.0029373132175456902,-0.0025825292749949644
16,-0.000893946713775318,0.0037471641350978815,0.009534874743510151,0.01641637485256615,0.024192766355584105,0.032506403336874476,0.04085555891666405,0.04864004992749166,0.055234130551094426,0.060075224365276486,0.06275139152407143,0.06301438358677067,0.06036386169299025,0.05511237726394218,0.048046982108564215,0.040116068511015984,0.032272076112390344,0.025346319741004052,0.019978112911696665,0.016597945912171043,0.015445860719749339,0.016597945912171123,0.019978112911696825,0.02534631974100428,0.03227207611239061,0.04011606851101626,0.04804698210856448,0.055112377263942414,0.060363861692990406,0.06301438358677071,0.06275139152407137,0.06007522436527636,0.05523413055109422,0.04864004992749141,0.040855558916663745,0.03250640333687417,0.024192766355583813,0.016416374852565883,0.009534874743509923,0.003747164135097694
17,0.004543010428678754,0.00937508420362535,0.015375599625982785,0.022474023285988645,0.030445383762527534,0.038899214422853386,0.04729777272654456,0.055006843798559836,0.06137456112707754,0.06582551878425222,0.06795167130418965,0.06740051061068933,0.06370310938995803,0.05737357489768306,0.049288943959011976,0.04046948634171044,0.03191098543204196,0.02445778037992738,0.018738499986617224,0.01516143995042924,0.013946397727744886,0.015161439950429319,0.018738499986617384,0.024457780379927616,0.031910985432042245,0.040469486341710756,0.04928894395901228,0.05737357489768334,0.06370310938995821,0.0674005106106894,0.06795167130418961,0.0658255187842521,0.06137456112707734,0.05500684379855958,0.04729777272654427,0.03889921442285309,0.030445383762527235,0.022474023285988375,0.015375599625982577,0.009375084203625159
