270+1+LES,270+1+OBS,270+5+LES,270+5+OBS,270+10+LES,270+10+OBS,270+15+LES,270+15+OBS,
1,1,1,1,1,1,1,1,
0.526957154994538,0.623443059645716,0.629166799752142,0.692945618080886,0.730149928772654,0.752227212040296,0.81518835321098,0.798834810049763,
0.562321692080669,0.625282833251353,0.666371110443909,0.692127940922825,0.738735538932292,0.750183019145144,0.822751866923043,0.802718776550552,
0.559459822027456,0.60238787282565,0.659625273889908,0.670050657655183,0.729332251614593,0.730149928772654,0.808442516656978,0.774100076018423,
0.559459822027456,0.60238787282565,0.663509240390696,0.66248714394312,0.72647038156138,0.712978708453377,0.77593984962406,0.744459279038718,
0.560481918475032,0.60238787282565,0.644293827176267,0.659625273889908,0.704393098293738,0.697851681029251,0.73587366887908,0.732194121667806,
0.55373608192103,0.609133709379651,0.64245405357063,0.645315923623843,0.685382104368824,0.66718878760197,0.710116838400164,0.695807488134099,
0.549034438262181,0.616697223091714,0.63775240991178,0.636730313464204,0.666371110443909,0.658603177442331,0.688243974422036,0.675774397761609,
