,0.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,130.0,140.0,150.0,160.0,170.0,180.0,190.0,200.0,210.0,220.0,230.0,240.0,250.0,260.0,270.0,280.0,290.0,300.0,310.0,320.0,330.0,340.0,350.0
5.5,0.004532,0.004112,0.003806,0.003629,0.003613,0.003776,0.003864,0.003879,0.00397,0.004388,0.00497,0.00518,0.00517,0.005004,0.004862,0.004625,0.004728,0.005062,0.005535,0.005989,0.006404,0.006804,0.007188,0.007533,0.007734,0.007766,0.007719,0.007639,0.00763,0.007603,0.007593,0.007486,0.007257,0.00691,0.006401,0.00565
8.5,0.004269,0.00403,0.003798,0.003617,0.003512,0.003472,0.003478,0.003636,0.004035,0.004901,0.006232,0.007402,0.007866,0.007502,0.006751,0.006127,0.006254,0.006941,0.007779,0.008458,0.008933,0.009351,0.009736,0.010054,0.010134,0.009949,0.009651,0.009416,0.009384,0.009414,0.0094,0.009183,0.008735,0.008056,0.007115,0.005865
11.5,0.002704,0.00272,0.002612,0.002435,0.002203,0.001914,0.001809,0.002017,0.002584,0.003554,0.005078,0.006776,0.007643,0.007226,0.006113,0.005354,0.005475,0.006278,0.007246,0.008028,0.008545,0.008925,0.009194,0.009322,0.009201,0.008833,0.008385,0.008104,0.008112,0.008253,0.008277,0.008023,0.007475,0.006642,0.005537,0.004196
14.5,0.001225,0.001343,0.001315,0.001176,0.000944,0.000665,0.000568,0.000695,0.0011,0.001768,0.002836,0.00418,0.004982,0.004704,0.003808,0.003263,0.003354,0.003959,0.004731,0.005429,0.005957,0.006295,0.006443,0.006389,0.006156,0.005778,0.005383,0.005181,0.005245,0.005454,0.005521,0.005316,0.004842,0.004121,0.003209,0.002199
17.5,0.000406,0.000498,0.000497,0.000417,0.000282,0.000147,0.000108,0.000149,0.000315,0.000612,0.001096,0.001739,0.002173,0.002068,0.001642,0.0014,0.001453,0.001756,0.002185,0.002645,0.003072,0.003339,0.003412,0.003294,0.00309,0.002836,0.002604,0.00251,0.00259,0.002776,0.002851,0.002732,0.002428,0.001968,0.001417,0.000864
20.5,9.9e-05,0.00014,0.000142,0.000109,5.9e-05,2.1e-05,1.2e-05,2e-05,6.1e-05,0.000147,0.000292,0.000481,0.000622,0.000604,0.000485,0.000421,0.000444,0.000544,0.000709,0.000925,0.001172,0.001334,0.00137,0.001282,0.001167,0.001049,0.000953,0.000927,0.000984,0.001097,0.001149,0.001098,0.000951,0.00073,0.000481,0.000257
23.5,1.8e-05,3e-05,3.1e-05,2.1e-05,9e-06,2e-06,1e-06,2e-06,8e-06,2.5e-05,5.3e-05,8.6e-05,0.000113,0.000114,9.7e-05,8.8e-05,9.4e-05,0.000116,0.000159,0.000229,0.000328,0.0004,0.000415,0.000375,0.000331,0.000292,0.000264,0.000261,0.000288,0.000337,0.000362,0.000346,0.000291,0.000211,0.000126,5.8e-05
