obs_mean,obs_up,obs_down,j,f,m,t,b,i
1.0017711785893,0.997213180541312,0.997213180541312,1.0003468041993,0.997213180541312,0.998637554931308,1.0003468041993,0.998637554931308,0.998637554931308
0.398975936742914,0.661345699380211,0.236597256283349,0.666188572306198,0.589557230124404,0.453671913318768,0.531727629890559,0.498967018920646,0.424044926006847
0.436579420638813,0.58328998280842,0.293002482127198,0.586423606466412,0.547395748180517,0.405243184058897,0.505234266236629,0.471049280876721,0.408376807716889
0.600667350366374,0.705216430592094,0.434870171370818,0.708350054250086,0.653654077674232,0.524036008184579,0.633427961336286,0.563063866470475,0.597533726708382
0.377325446014972,0.575598361102441,0.227196385309374,0.578731984760433,0.566197490128466,0.410086056984884,0.480165276972697,0.405243184058897,0.394417938694926
0.374191822356981,0.584999232076416,0.241440129209336,0.584999232076416,0.533436879158554,0.344279960167061,0.461648409902746,0.427178549664839,0.406952433326893
